influence.1.1		influence.1.2		influence.1.3		influence.1.4		influence.1.5		influence.1.6		influence.1.7		influence.1.8		influence.1.9		influence.2.1		influence.2.2		influence.2.3		influence.2.4		influence.2.5		influence.2.6		influence.2.7		influence.2.8		influence.2.9		influence.3.1		influence.3.2		influence.3.3		influence.3.4		influence.3.5		influence.3.6		influence.3.7		influence.3.8		influence.3.9		influence.4.1		influence.4.2		influence.4.3		influence.4.4		influence.4.5		influence.4.6		influence.4.7		influence.4.8		influence.4.9		influence.5.1		influence.5.2		influence.5.3		influence.5.4		influence.5.5		influence.5.6		influence.5.7		influence.5.8		influence.5.9		influence.6.1		influence.6.2		influence.6.3		influence.6.4		influence.6.5		influence.6.6		influence.6.7		influence.6.8		influence.6.9		influence.7.1		influence.7.2		influence.7.3		influence.7.4		influence.7.5		influence.7.6		influence.7.7		influence.7.8		influence.7.9		influence.8.1		influence.8.2		influence.8.3		influence.8.4		influence.8.5		influence.8.6		influence.8.7		influence.8.8		influence.8.9		influence.9.1		influence.9.2		influence.9.3		influence.9.4		influence.9.5		influence.9.6		influence.9.7		influence.9.8		influence.9.9		
0.000000000000000000e+00 2.061021279222555852e-12 5.962388605841851420e-08 1.071967056513673574e-03 2.239138890843736422e-06 4.959900719243961857e-03 1.309292309754029215e+00 7.624718194634297829e-07 6.807841149161193664e-09 1.815069383244861728e-03 0.000000000000000000e+00 7.868072883886096843e-12 2.424844854034671149e-12 2.818481720766607592e-11 9.339448792983600089e-01 1.202233574181244387e-04 1.821842605295673725e-06 2.115919816824228099e-06 2.012829261551585074e-05 3.627563294463554550e-03 0.000000000000000000e+00 1.830765030530048521e-01 3.709486717504416432e-11 9.657759672840336486e-13 1.167015815486212478e-02 5.349170865179990654e-05 7.497633189019092988e-03 2.108011248543280379e-04 1.154981140263105881e-02 1.395854795463499895e-05 0.000000000000000000e+00 1.211195590954923518e-02 5.248066966917917797e-02 5.504232943114292231e-01 1.133798390804459302e-08 1.985408511306921087e+00 7.775970425878907244e-02 4.696620145367052523e-01 5.655967610579720750e-02 2.061495647750420861e-06 0.000000000000000000e+00 5.784576662330043743e-07 1.251077829365761231e-06 7.792614993153494291e-08 2.058622746608330251e-03 1.879729738971607000e+00 3.461120670897032681e-01 1.201377435420330521e-02 2.764267199383528290e-04 1.523754203264042109e-06 0.000000000000000000e+00 4.841924516124604061e+00 6.678119543016573789e-02 1.005294137019561385e+00 1.488040860327473286e-06 2.192038959420658257e-03 7.032276309942200876e-03 8.439724160652658722e-03 5.516569841261852458e-01 1.307251571321123816e-02 0.000000000000000000e+00 2.299937134475495415e-01 3.058396463942609778e-01 8.501939446414066028e-14 7.923727049141622569e-02 6.081998408849709215e-02 2.271033606247574811e-11 1.687912548206600138e-01 3.986760072900887367e-03 1.842081229036578376e-06 0.000000000000000000e+00 2.928172029664572254e-02 8.311073081875475221e-02 2.944094149833352825e-01 1.019727876240111560e-04 2.514162320527950356e-02 1.460857759956437352e-01 3.361927772484263333e-01 4.842842934595590135e-03 8.764787155876771794e-20 0.000000000000000000e+00
0.000000000000000000e+00 1.490405850942321221e-12 1.958333057914650236e-08 3.518391624217348003e-03 1.763693946625255164e-06 2.694242245501228886e-02 8.622151396453642258e-02 5.654339102211338299e-07 1.267063245803652336e-09 1.176328495703617832e-03 0.000000000000000000e+00 1.690553965092660473e-12 1.456185979380402967e-11 1.115253831634788860e-11 1.086286946232304818e+00 1.724466486747119410e-03 4.862243535206656412e-06 2.056758175586154369e-06 8.742952063504896235e-04 4.912079782468029357e-03 0.000000000000000000e+00 2.677409702891153653e-01 3.711194562640246161e-11 1.443668535276043599e-13 1.899782521115359448e-03 1.488165623065908735e-05 7.989398740393863609e-04 1.815906443192790909e-05 1.316028317971767742e-03 2.152092777080602618e-05 0.000000000000000000e+00 3.937173329449850101e-02 6.227300538700753646e-02 1.755841239524013608e-01 3.867376035233338713e-09 6.408646771249250085e-01 2.669784939003731414e-02 1.927566240538130193e+00 1.975403024538802121e-02 4.765857831403086464e-06 0.000000000000000000e+00 3.203357082347156522e-07 3.449266863627882996e-06 7.627926410179366254e-08 3.083843796280433258e-03 7.602162245853582689e+00 4.339562248010407630e-02 2.310740528503630459e-02 2.113217443584108652e-04 2.015007610555580823e-06 0.000000000000000000e+00 3.078280682848378635e+00 2.018146910390403170e-02 6.086682889246171513e+00 3.717556113739878653e-07 6.964617840480873123e-02 4.220006135398632514e-03 1.672114403870655821e-03 5.356377053914913589e-01 7.045632418360340751e-03 0.000000000000000000e+00 1.604396584157665950e+00 1.860473761215330146e+00 1.025984224616106106e-13 9.324431665534299585e-02 1.196806898823654132e-02 3.019295959348721000e-11 2.864200019527650132e-01 3.524114759071975914e-03 2.550640661502684187e-06 0.000000000000000000e+00 1.742512607522506488e-02 9.645365667026642833e-04 2.861849766551287019e-02 3.350124541778559521e-04 1.040666155546205417e-02 1.837363105313893630e-01 1.193053997249441008e-02 2.466262385245332478e-03 1.245396274748831765e-19 0.000000000000000000e+00
0.000000000000000000e+00 6.056519968868711230e-13 7.001221356647730836e-09 5.773409964614279908e-04 2.080505851222431246e-06 3.300116052936236666e-01 1.572766417433780206e-01 7.546531656602067985e-07 6.021605296258061560e-09 6.227133342657090783e-04 0.000000000000000000e+00 1.593000677048845198e-11 7.676576965828561229e-11 2.808077564709696374e-12 1.378710578512781781e+00 1.226299175314935451e-02 1.909991376763125421e-05 9.646236836994995914e-07 1.116555289095431383e-03 3.581477921083881487e-03 0.000000000000000000e+00 1.856729800841948885e-01 3.036379327655471973e-10 1.324296371298328034e-13 3.983031042531387858e-03 1.905960194587150646e-04 1.473110417821388947e-03 4.720480491727142988e-05 8.618801111028367642e-04 1.245601299821901453e-05 0.000000000000000000e+00 5.200727630815674130e-02 5.541185807740688779e-02 1.340133251830299133e-01 6.355093908921693628e-08 3.945179774364131475e+00 5.613443383154118754e-02 1.852455727062786828e+00 2.733675006473928470e-01 4.161135570873271408e-06 0.000000000000000000e+00 3.094825308667647469e-07 2.053119788650291416e-06 3.075516909256947535e-08 6.529205162562081582e-03 8.476479995763543940e+00 2.850341152210477680e-01 1.950319759985388868e-02 1.540445479960906347e-04 1.189685662758568503e-05 0.000000000000000000e+00 7.225706024375799785e+00 2.603362497998010922e-02 6.753375711758407896e+00 4.332823905026804510e-07 1.009351448789487515e-01 2.370347224146639262e-03 2.977508005819580299e-03 6.059422410210033583e-01 8.184083814932742798e-03 0.000000000000000000e+00 6.430026438967643365e+00 3.661695560628875690e+00 1.752835990391859406e-13 2.934500077442098523e-02 3.692778428707817803e-03 9.963670064383220598e-10 1.675114504104158186e-01 1.732606919232566618e-03 1.087680673256705897e-06 0.000000000000000000e+00 1.476699078413454963e-02 3.068605052029300864e-03 7.266174579678717814e-04 1.531043394834731911e-03 1.184315008502971438e-02 2.604740203695953826e-01 1.176479577015148749e-02 1.462522791158893561e-02 1.032737259488560059e-19 0.000000000000000000e+00
0.000000000000000000e+00 7.387276942799791271e-13 7.120340486607491343e-09 3.431530229956958333e-03 1.683999372872045344e-06 8.203655877917200856e-01 2.223279478293403777e+00 9.034240331544521609e-06 4.631325267180902498e-09 1.096530152078343265e-03 0.000000000000000000e+00 2.622729305118704857e-11 2.861711540906469359e-10 5.618696386133707467e-12 2.451517843891175996e+00 1.255585634220596387e-02 5.659193569400709252e-05 8.193088935021084292e-07 6.483869761262400951e-03 3.264064446569173248e-03 0.000000000000000000e+00 2.023870410004454667e-01 2.811039069592188623e-10 1.277100163075618119e-13 1.576834003572573058e-03 1.949792379584270561e-05 1.645891620199853300e-03 1.815797110421570355e-05 5.063077536573458437e-03 3.008499264134029785e-06 0.000000000000000000e+00 1.560020994052178644e-01 7.266320979631378518e-02 8.381342826689755499e-02 6.849507526995318512e-08 5.853478513958485507e+00 3.697174111905075083e-02 1.124784046958714478e+00 4.169308017407436506e-01 1.481717310389720243e-05 0.000000000000000000e+00 6.024250736837827484e-07 1.248467451012808933e-05 3.413540039793666366e-08 5.510831692733710561e-03 8.986958642673739561e+00 4.981271278153454746e-02 6.553317144514474515e-03 9.798157907062505123e-05 1.424798372632209894e-05 0.000000000000000000e+00 9.529163049071156522e+00 1.969991193955837258e-02 1.779211054337443976e-01 2.514891749359833235e-07 2.146062356280113020e-02 1.777099710182580578e-03 1.022103489301455330e-02 1.937515163560740994e-01 1.148906188550356984e-02 0.000000000000000000e+00 6.053030975751033438e+00 7.579916893301714628e-04 2.431510578446721294e-13 1.246712678696622507e-02 4.691494750366712735e-02 4.176584990062490356e-09 5.620134214017321467e-02 4.663692356097357212e-04 1.373322266434626508e-06 0.000000000000000000e+00 8.218642495743189516e-04 3.011058775554668714e-03 2.022631230695240521e-04 1.951306416344297801e-02 2.710822015235664004e-02 2.397121232448282957e-01 4.479734193746482546e-02 2.076117129212037057e-03 5.097377682945009254e-21 0.000000000000000000e+00
0.000000000000000000e+00 4.470821377247472457e-12 7.188756468705176644e-09 1.770103059816287858e-03 1.139581461321828100e-06 6.708146133678170031e-01 2.842426583234040072e-01 1.189382618147428376e-05 3.779481670109524975e-09 1.122299849197503762e-03 0.000000000000000000e+00 4.051610740839265328e-10 7.813069591020392654e-10 1.542481096572886048e-12 3.831859738948401262e+00 2.040438495068307634e-04 7.474883406137245454e-05 8.468268308852977116e-06 6.615925503669501002e-03 4.045502427331074471e-03 0.000000000000000000e+00 3.322691693678822000e-01 7.013146197406437591e-10 8.143493684281824116e-14 2.155575131653787117e-03 1.104765379890603348e-05 2.015058297244905899e-03 7.006620844003547143e-05 4.043998246452156463e-03 4.115899221671642371e-06 0.000000000000000000e+00 1.480033059533969464e-01 7.119959244959403466e-02 2.906087204377414898e-02 1.639186999629911690e-07 7.328198374490801914e-01 3.169070552914488720e-02 3.496195550375646999e-01 2.651876852092072689e-01 9.005743723500280018e-06 0.000000000000000000e+00 1.460171222213911242e-04 3.362416554587720652e-05 2.735648680764463770e-08 1.321272949496859681e-02 9.038380238616216644e+00 7.187300631110422888e-02 3.561049767034062813e-02 1.056347401643321129e-04 4.855207373991392679e-05 0.000000000000000000e+00 9.653269970965208557e+00 4.484604664217972832e-03 9.027199966272420051e-02 5.990843651692016275e-08 9.600096963340550363e-04 5.695508270597682667e-04 1.819728521480971570e-02 4.245847832220654705e-02 2.613823634384543348e-02 0.000000000000000000e+00 8.168373492074724851e+00 2.128084400517093859e-04 1.040371829384658833e-13 1.431858092089581015e-02 5.869546485939332314e-02 3.242947646366724478e-09 2.151827823197148271e-01 1.991605993886686084e-03 1.086125046693841402e-06 0.000000000000000000e+00 5.275843855294630588e-04 6.100212192827227965e-03 2.595971693050589334e-04 3.150928299612854033e-02 3.929435803267470467e-02 3.206859813157700856e-01 3.109284126353912062e-02 3.170942898084381546e-03 3.968045217827293296e-21 0.000000000000000000e+00
0.000000000000000000e+00 9.028813134794759204e-15 5.527399578686383369e-09 2.962979637839317521e-03 1.139937993210017109e-07 1.434628468941114843e+00 3.635316360549186721e-01 6.265349151105094833e-06 4.461447495353735148e-10 1.078408606376997760e-03 0.000000000000000000e+00 6.652464204814578177e-10 3.674394437001829994e-10 1.221361116441596190e-12 1.174015771104829575e+00 1.081838459299242714e-04 7.057749957581884923e-05 1.329919602586989771e-05 2.431471063978245598e-03 1.596683884172183168e-02 0.000000000000000000e+00 5.311935293716446571e-01 5.985636551481977776e-10 4.652810440339485232e-14 1.422267191861755495e-03 7.582316640019581315e-06 5.177267093249666274e+00 3.991121433836069724e-05 1.886087095458651667e-03 2.800902213419994199e-05 0.000000000000000000e+00 1.249843334727392674e-01 8.250923287331678180e-02 1.442933479684316766e-03 2.351515807542871793e-07 3.018680876361663934e+00 4.001363690335151685e-02 1.837024202043353316e-01 1.035024027705329225e-01 6.585406479286413158e-06 0.000000000000000000e+00 1.004850867831442399e-04 8.730557393411166717e-05 2.701125730328080057e-08 4.019277222260250054e-03 2.853151991421142064e+00 1.283035412640737803e-02 1.816038530992855268e-02 6.859612000804536300e-05 7.893628202166866391e-05 0.000000000000000000e+00 5.902806138513536638e+00 1.256589328184416418e-02 1.683973173665794520e-01 2.870509440154818591e-08 2.404948275486480051e-03 6.051921142474826109e-05 1.191378486147453147e-01 1.849823617120306685e-01 8.018194005821800696e-02 0.000000000000000000e+00 8.826233659956301381e+00 2.500041995331592042e-03 1.237842318798872046e-13 2.530486899802139034e-01 6.636466657373703282e-02 1.044773831369560254e-08 2.198538312884122659e-01 1.962947956750132287e-03 6.091547727762354695e-07 0.000000000000000000e+00 4.982753550097496610e-05 1.845500639665650922e-02 8.703359806781808003e-05 3.519675385202453849e-02 7.442667498559510549e-03 2.479878526045828646e-01 3.420559957041773014e-02 3.257323011809463032e-03 1.500675580150883233e-20 0.000000000000000000e+00
0.000000000000000000e+00 3.787128424994943959e-13 2.344373639017169477e-08 2.709809553190605500e-04 3.347976385452087062e-07 1.029580256761498253e-01 1.933132611124162847e-01 6.973481121050222108e-06 1.851051114520087838e-10 8.243249463328241461e-04 0.000000000000000000e+00 5.671946997134944057e-09 3.169986755270578584e-10 3.914523635039654105e-12 2.411024033267027689e-01 8.501514053343083802e-05 4.165628729892181399e-06 1.164922729856245520e-06 4.155581820084806866e-02 3.052577109362129056e-03 0.000000000000000000e+00 1.133609478478868837e+00 1.644829100446176149e-11 3.994560451581719331e-14 5.792730919987208217e-03 6.206057064929266152e-06 5.129922458306287680e+00 2.339735483922057550e-04 1.057011807135586564e-04 9.629858044883760049e-05 0.000000000000000000e+00 1.188735797288214269e-01 7.978568879827216964e-01 1.671371063660028041e-03 1.177590013188508499e-06 9.679587799325418018e+00 7.859382649213904337e-02 1.334683518545337899e-01 1.208569329384033414e-01 1.688363758689116526e-05 0.000000000000000000e+00 5.840875965951409311e-05 1.711393909845615764e-05 3.661273650248754591e-08 3.489602939169254153e-03 2.827671914082006688e-01 1.671849264285740766e-02 1.243713089297739105e-02 5.341201216272698491e-05 1.476837000146366584e-04 0.000000000000000000e+00 3.788295364949878508e+00 6.546233292443054408e-02 4.289546222490503435e-01 2.165611745560931758e-08 2.125710680835786893e-03 3.992858817778455476e-05 1.565421735793511293e-01 3.985919756093971311e-01 1.795113379485933081e-01 0.000000000000000000e+00 9.257184447933184401e+00 2.712553668711464492e-04 1.299294889379619262e-13 1.179245798831928121e-01 1.275109151403692465e-01 1.887049027389358299e-08 5.086402888993515337e-01 9.050791415036433044e-03 4.170808029392022260e-07 0.000000000000000000e+00 6.275547916665617353e-05 1.386482588198522936e-01 1.105809164680297092e-04 1.028728072209958294e-01 3.937250682121543922e-03 4.368168545178029438e-01 1.791292705438923740e-03 1.435902012312248108e-02 1.141279659758566159e-20 0.000000000000000000e+00
0.000000000000000000e+00 8.385854479938523132e-13 2.106007100766389070e-07 1.418411586493856474e-04 2.564710010201296299e-07 1.300324969371047766e-02 2.563852786444983933e-01 1.885002551063195005e-06 3.300926958400887716e-10 5.281416231002587650e-04 0.000000000000000000e+00 3.808442761283955975e-09 5.539382443521274875e-11 3.732034096481927493e-12 1.079153811580651073e-01 5.686622469334655079e-05 1.803563948077229353e-06 3.987255630328110190e-06 5.506571648663984020e-02 6.608983850160920744e-04 0.000000000000000000e+00 1.296843953530584827e-02 7.409414100716507617e-12 2.365252484633799441e-14 1.518406855941177016e-03 4.249741102036765344e-05 8.275187873506315128e+00 7.074300760436044591e-04 5.862316607223172905e-05 1.355645790024276190e-04 0.000000000000000000e+00 1.751672781620311758e-01 2.332457975402234318e+00 9.007044842273766215e-04 1.210816584775540966e-06 7.425996495990196955e-01 2.247292065098270911e-02 5.151397184199124624e-01 9.030676645200225172e-02 9.209252971634238961e-05 0.000000000000000000e+00 1.837519774375091688e-04 2.748317192256118996e-05 2.255275009598986306e-08 4.420993719711563581e-03 7.208074980004347543e-02 1.629627066944749209e-02 1.901572242151962078e-01 1.671127830223467184e-04 7.220867750113171780e-05 0.000000000000000000e+00 3.549275282629672734e+00 5.822303341979996105e+00 1.359945806256739109e+00 7.911023939793627557e-09 7.216759998147231209e-03 4.632220378827666031e-05 1.119918880104556896e-01 2.748439395771482552e-01 9.600039085900825830e-02 0.000000000000000000e+00 8.379331654018187692e+00 6.547600383492651688e-04 7.302897616829326352e-13 1.781745010261308049e-01 8.057996319383075104e-03 1.641941718472923835e-07 1.111415757321763120e+00 3.200274089773917814e-03 3.288602020632633948e-07 0.000000000000000000e+00 5.958443257822805024e-05 5.444005301439280853e-01 4.175921097578023637e-06 4.520930043750319705e+00 4.301289689763095059e-02 5.378265485687835357e-01 3.586025448174172750e-03 2.270917287429356259e-03 2.375599575644370163e-20 0.000000000000000000e+00
0.000000000000000000e+00 8.055964486291584800e-14 8.802463214987850449e-07 5.576608876406081349e-05 2.148352664587924476e-07 9.527597605481205600e-02 1.071736337783918414e+00 1.384945056029180956e-06 3.110593234501230611e-10 6.780800746366152064e-04 0.000000000000000000e+00 5.509297976512011058e-09 3.063828920003360890e-11 5.367999420253661292e-12 3.158237509016203481e-01 1.056855167509881255e-04 1.095540389736573270e-07 5.430394712836374741e-06 6.818606371860528315e-01 2.558345924283601108e-03 0.000000000000000000e+00 1.534579889693123665e-02 5.794038002646723580e-13 3.596476885845587919e-14 1.167281091506787221e-03 4.037760757021988003e-05 3.000202648451221421e+00 2.002381940092687362e-04 1.785392003906778396e-04 7.526294209312686320e-03 0.000000000000000000e+00 7.366910860809743056e-02 1.223743216331311778e+00 2.894870786330810595e-04 1.244998134184167990e-06 6.468883757756990205e-01 8.563730229081216103e-03 2.967860232709462753e-01 6.433671496007585533e-02 1.804895664839238016e-04 0.000000000000000000e+00 2.683924257510096872e-03 5.602988008084236503e-05 2.271833329066306719e-08 8.357214215047821526e-03 8.992152150887697259e-02 2.348087081142899435e-02 2.001846115390419067e-01 2.898818805287437482e-04 1.761913211496695417e-04 0.000000000000000000e+00 5.274933553409447029e+00 7.746619360548902655e+00 2.294680558602419929e+00 1.042613703525311175e-08 4.174021786949966978e-03 3.669443380862522335e-05 1.628607118420129507e-01 1.410544811667727161e-01 1.408969556295053618e-02 0.000000000000000000e+00 2.935487059097900087e+00 7.885753702119982283e-04 2.912156978268805991e-12 2.446647473258127259e-01 2.708397803683839158e-02 5.941022564098223304e-08 6.636878207879871816e+00 3.082820715935590331e-03 1.101848631750202305e-07 0.000000000000000000e+00 2.122346836143407820e-04 2.536356933431694882e-01 3.171262717040553600e-06 7.397049164309793312e+00 4.304095484768134805e-02 2.986102080281282101e-01 1.927299413110505552e-02 2.457089641620840634e-03 1.244139553703307397e-20 0.000000000000000000e+00
0.000000000000000000e+00 1.683716447934021696e-12 2.174699586897070246e-06 7.151782500946430904e-05 1.941454177542648397e-07 5.689297502410423091e-02 5.169910873619210090e-01 2.249453435163765174e-07 3.974320236150695598e-10 3.652381051833875959e-04 0.000000000000000000e+00 1.123351395917066156e-08 3.584405195224842922e-11 6.815342140482242522e-12 8.013939952164950142e-02 1.795019838035816109e-04 1.389676933018186729e-07 2.987016780318780256e-06 7.043977318691944101e-01 5.507834363309872935e-04 0.000000000000000000e+00 1.097689008286602437e-02 2.761974572135289800e-14 1.030078326523778271e-14 1.912444562818928218e-02 2.934232213522299814e-05 9.935076555536030973e-01 9.328087432797431237e-04 1.874785119391898889e-04 7.532745212786075284e-02 0.000000000000000000e+00 5.547612405371381561e-01 1.450919985516831767e+00 4.826937614134247908e-04 2.430334440077906111e-06 5.091117761268321829e+00 5.203561898357433359e-03 1.683079328060829161e-01 2.336102557801034429e-01 1.411992027203772969e-04 0.000000000000000000e+00 5.108018340314102179e-03 6.230126478566577698e-05 2.484018728065349078e-08 4.221652228617099600e-02 1.528547647398689410e-02 3.774684498186446895e-03 6.186451039720161638e-02 3.214964349282307455e-04 1.600837130107831980e-03 0.000000000000000000e+00 4.774491348570172100e+00 8.613125417108754789e+00 2.892943536312158059e+00 1.180914811803300814e-08 7.339756244439317760e-04 8.110471557740540991e-05 2.081834774127805932e-01 2.601342018372490225e-02 6.959475154687313862e-03 0.000000000000000000e+00 2.032629659899650054e+00 4.709638363309544273e-02 2.825937625637853001e-12 1.915545758898887230e-01 1.690468555023548758e-01 2.051009024897945716e-08 3.265487529418356516e+00 4.257311735317285961e-03 4.272225003811273446e-07 0.000000000000000000e+00 2.221008475165632003e-04 9.628078548896166211e-01 8.295204550667668208e-06 7.480784532749805038e+00 1.404167243874437400e-02 8.050912286789907446e-01 2.007622601829187059e-02 1.258404301778019100e-03 1.846615452602994131e-20 0.000000000000000000e+00
0.000000000000000000e+00 1.703908283309763508e-12 8.794585400203730995e-04 4.148552452473586741e-05 2.061733060276064061e-08 6.687984306942583446e-02 2.801087740775946577e-01 5.265900061126308190e-08 5.311665623123982828e-11 1.369476592188625290e-03 0.000000000000000000e+00 1.242261893823918238e-08 4.542619894388309938e-11 3.928011364356541373e-12 1.574991641006844578e-01 8.288274899840480979e-04 5.115042869865022729e-08 2.964140312247472784e-06 4.957906643479726427e-01 6.023240201948206439e-04 0.000000000000000000e+00 5.662550144643084538e-03 1.799994182792238244e-13 9.635507467805666559e-15 2.020670684978963325e-03 2.289969078316213949e-05 9.488210513417997261e-01 2.548199875999495071e-04 1.092152687862913731e-02 8.719270456418053150e-02 0.000000000000000000e+00 7.904791532556416922e-02 3.191677744374781245e+00 5.399584537558764155e-05 2.353141136037021380e-06 3.893719450892802136e+00 6.193011325540263151e-03 8.378956859245028088e-01 2.823850059410929481e-01 6.656370308625256802e-05 0.000000000000000000e+00 1.692084622232331928e-02 8.788148165446302566e-05 1.010198298540876621e-07 8.233256115486786361e-03 9.837782972687680177e-03 3.488782885701658017e-03 5.368871492022675440e-02 3.036369734088684817e-05 1.208327683695089184e-03 0.000000000000000000e+00 7.921420404631723144e+00 8.851523061256397540e+00 6.351731494004015932e-01 8.069518101198831910e-09 4.198830962620529912e-03 1.225307909040516361e-05 2.456102297925508160e-01 1.360660320468162592e-02 2.555178207800268275e-01 0.000000000000000000e+00 2.426720867227692757e+00 9.105088090974181037e-02 4.708892913388437423e-12 3.366284074026600071e-02 1.705104058123625976e-01 2.341103690190602068e-09 3.546269070391059763e+00 2.605365861132378624e-03 6.059086219376415748e-07 0.000000000000000000e+00 1.258921149303011446e-02 2.071533060068314391e+00 8.406457228332661350e-06 6.633110931286198664e+00 1.324795105137274373e-02 1.332291226193583089e+00 3.098516892872650239e-02 6.703343520292535246e-03 2.309031504089138388e-20 0.000000000000000000e+00
0.000000000000000000e+00 7.321824357641530126e-12 2.157747146756847784e-03 6.846370537569327816e-05 1.770466369467567171e-07 1.188920337927743542e-01 2.748766288162293403e+00 4.485971852133916600e-08 9.877525920529032131e-11 4.866587431400752270e-03 0.000000000000000000e+00 1.563725569721054525e-08 2.016186048866904345e-10 1.086335131943365297e-11 2.533231778572589965e-01 2.639404057470507228e-02 1.837294209697388832e-07 2.203673329771646053e-06 8.129828786929277351e-02 3.174688402040515191e-04 0.000000000000000000e+00 2.302515735407378861e-02 1.771293614664138019e-13 1.012131377003107529e-14 1.403198036241382323e-03 1.466714470895074335e-05 1.062495638411227183e+00 1.458182905419000116e-03 3.524898034582724105e-02 2.152852562799665789e-02 0.000000000000000000e+00 3.714380963279935166e-01 1.857494573292717277e-01 3.806751397121325932e-05 5.305660322454848792e-06 5.633080272250380105e+00 1.171447051388230937e-02 3.789088013610300565e-01 2.518118030675127739e-01 1.719719036443629741e-06 0.000000000000000000e+00 1.404922477485510794e-02 4.232615364452373781e-04 2.567125823498789630e-05 1.047114213953679977e-02 5.391784492350348151e-03 1.683558436200769184e-02 7.568562896195821579e-03 6.186022878837746844e-06 7.957183955389145885e-03 0.000000000000000000e+00 7.022720298136055916e+00 8.307011578485012038e+00 7.785431364554340483e-01 4.027110436051752019e-09 5.419590974610847059e-03 3.086562452793824513e-04 7.210077392902590754e-01 7.547456483851527551e-03 3.360232398529539588e-01 0.000000000000000000e+00 1.411239268797426893e+00 7.684122941534556051e-02 1.900154304194671049e-12 6.448124055456927461e-02 5.217475040221383198e-01 3.944087504228019761e-09 3.082566668338219351e+00 5.776634298385121408e-03 5.787147558208221635e-07 0.000000000000000000e+00 7.328852142385247972e-03 9.683841645820707722e-01 1.000943339258123427e-05 3.861434359624036361e+00 1.665295003149071251e-02 3.787340137934816386e+00 5.417973292924955359e-02 5.030325776163640725e-03 4.632083062952692987e-19 0.000000000000000000e+00
0.000000000000000000e+00 2.590525745719379346e-12 5.804411791327542328e-03 2.205395055099394538e-05 7.617638729442647626e-08 4.099474672242717915e-02 2.585742703087126948e+00 3.428311364618652929e-08 3.228156108984276194e-11 5.909460959270604850e-03 0.000000000000000000e+00 7.593867208108552825e-08 1.208885152749503228e-10 3.438843234703408420e-11 6.188008740159678389e-02 3.370697848101991689e-02 4.561316001406600541e-08 1.571913716206531969e-06 1.191935875995300646e-02 2.701112235119290661e-02 0.000000000000000000e+00 1.504959778751160937e-02 3.673497027942090342e-12 6.574234434770607460e-15 1.058109525138725476e-03 1.541409096932657281e-05 6.020312730566201864e-01 6.773010006428527947e-04 2.118967940350205068e-02 4.030045563387070831e-03 0.000000000000000000e+00 3.729144650065697064e+00 1.746212820493334428e-01 2.878783222067257750e-05 5.454777867601851773e-06 2.222585611263844019e+00 1.306998092762579888e-01 8.221615373117867331e-02 1.024622331320503399e+00 3.094642371056843587e-06 0.000000000000000000e+00 1.671215985721985139e-02 1.065731873033276712e-04 2.517359836462701640e-05 1.061967240392742810e-02 7.385660575123491854e-03 3.503318213486114694e-03 7.649170385947185943e-03 1.064500843531922632e-05 1.534128338079115104e-02 0.000000000000000000e+00 9.644856135038089917e+00 7.130079840735289665e+00 4.294849423037778280e+00 3.341224312677313295e-09 5.472184414744144139e-03 4.194422595992067823e-04 6.963106853059017887e-01 4.937526116815025776e-03 5.810324485829194696e-01 0.000000000000000000e+00 8.265442969084976221e-01 1.083777586515944774e-01 1.574029743724509834e-12 1.003572507851523826e-01 6.537489467731683046e-01 5.438727728050376361e-10 3.978837743509872737e+00 2.943012452741488455e-03 7.818762766851627290e-07 0.000000000000000000e+00 6.708952905026261196e-03 8.650207401443896771e-01 1.999276915371417580e-04 7.627825591500814184e+00 7.775530765897404641e-03 3.581752791180005335e+00 1.913920450444976315e-02 3.367928016639558375e-02 4.326653927413453744e-19 0.000000000000000000e+00
