word.concentration.1	word.concentration.2	word.concentration.3	word.concentration.4	word.concentration.5	word.concentration.6	word.concentration.7	word.concentration.8	word.concentration.9	
6.861514395574999980e+00 9.122836644753737900e+00 9.618017779327095340e+00 5.877366608131928238e+00 4.824105857321863589e+00 7.678718975888374487e+00 9.806590376944770426e+00 8.627193931895218881e+00 5.208036209197160815e+00
9.488846150498867260e+00 7.336327734937621692e+00 6.802496877724561131e+00 5.806010198002525158e+00 7.635887606740996425e+00 6.059317761378536282e+00 9.634023550581794382e+00 6.764713877068898817e+00 9.010257022227008861e+00
6.808481234003451732e+00 8.196548707878685391e+00 6.721045801452254942e+00 5.840187094566041459e+00 7.145042244149020227e+00 9.936899676781486335e+00 9.805199977777554921e+00 7.871270584196595976e+00 4.724578872261456119e+00
9.304753606849601510e+00 7.147699446802231904e+00 7.330423994451171765e+00 9.177168444694768112e+00 6.455218657943831317e+00 9.572552259336054803e+00 7.436215796219787677e+00 7.038564948174725444e+00 9.917354384208184825e+00
7.055760091847079529e+00 6.044853665027692280e+00 9.469965614380974728e+00 9.004286647175229419e+00 7.541252249460594470e+00 9.059837941699097286e+00 7.317167120796902680e+00 6.555930067024681840e+00 8.543849720006514659e+00
8.779624622094662101e+00 6.460896438326365399e+00 4.525643738722775034e+00 5.585790999669187684e+00 6.872888584201486850e+00 9.904187231761975241e+00 6.503315371519112098e+00 7.086167045002468079e+00 6.555123980281253537e+00
8.818345048532272301e+00 9.041261710362560322e+00 6.927133292044227453e+00 8.360562645831359774e+00 9.331206156186089729e+00 5.953213336604597394e+00 7.652308118700434925e+00 8.608729823475957943e+00 8.944005373718145080e+00
7.925877240990035766e+00 8.371305785501181873e+00 7.479908173396016657e+00 6.477331690698242994e+00 9.263421084975044906e+00 7.826819743924736450e+00 4.768243206314584981e+00 5.248594240487229889e+00 8.975071419966184294e+00
9.013301387290367117e+00 8.833117651263140857e+00 4.873675270048469343e+00 7.485832477868445523e+00 9.371542217140873987e+00 7.498198571115512578e+00 9.215886701045738150e+00 5.008256646401852308e+00 7.462212771456581351e+00
6.246915544240977169e+00 7.037953972198517150e+00 3.844197968378515018e+00 6.833969683256022165e+00 8.408778048416213124e+00 8.822730520749198391e+00 7.482416602103438841e+00 7.024740519057396604e+00 6.860705604515267453e+00
9.055425152872594197e+00 6.609838072178740198e+00 3.678886664863455724e+00 7.072478392148441984e+00 5.780053636489798308e+00 7.566852216017564636e+00 7.128033503894791956e+00 7.343570371337750480e+00 6.678359732609683519e+00
7.458991467102074502e+00 7.139627378507922728e+00 4.789817537082235788e+00 8.482742106875717170e+00 9.906982767169452586e+00 7.252605953997206534e+00 9.589249540042748876e+00 9.701350513075423621e+00 8.439975197555661168e+00
5.723887099307578552e+00 9.527125894304401044e+00 6.158776542274512877e+00 4.322491691336838748e+00 7.967417772286127686e+00 9.956383645894872458e+00 7.607379960740260572e+00 7.201894151156636781e+00 8.559528762659112999e+00
7.965571876853299926e+00 9.639165325324780653e+00 9.716854924361200574e+00 7.189263747226199541e+00 8.805925638864838589e+00 9.453490645655927338e+00 4.411926275285221521e+00 9.635545610922168436e+00 8.570991987817128788e+00
6.979385591035295100e+00 7.552574616894093040e+00 9.814791501826711340e+00 9.474753187294053802e+00 8.720111870456161540e+00 6.247552189564961722e+00 5.860212618182987221e+00 8.357321187816875607e+00 8.143682395655249096e+00
7.426205435189747739e+00 8.486283179998260096e+00 6.414869071273127332e+00 8.508389244261223894e+00 7.727222602749776570e+00 5.033196219026342177e+00 3.845360306942052553e+00 9.184993091921850095e+00 9.791824290365784833e+00
8.291309275712613669e+00 4.382075853650406749e+00 6.725452104515944995e+00 7.322604435878557361e+00 7.818280086055104050e+00 5.623538206860968280e+00 8.774911682709561234e+00 7.397150490809207390e+00 9.468732440267316974e+00
8.958370343865139418e+00 5.872765702375552621e+00 3.754082400915868867e+00 7.476070228288733688e+00 6.949755735868233586e+00 8.925466862146139491e+00 8.302033559179935907e+00 9.267467901680811693e+00 9.769620797827730740e+00
9.355173387130616192e+00 7.730255577564409286e+00 9.752103201441942204e+00 8.710231978325403190e+00 8.985202837653318397e+00 9.348113356742867808e+00 7.255130322561743839e+00 9.100666255608931721e+00 7.887838998827215065e+00
9.037610604561011840e+00 8.810728618579684479e+00 7.936855011524491132e+00 8.519533405407774040e+00 7.718437486910793233e+00 8.672178684644492819e+00 5.653465982583419702e+00 4.084908229399149882e+00 7.371289673433536471e+00
8.157287243869424387e+00 6.874641751864066563e+00 7.731623948515784939e+00 8.471090370098430355e+00 7.537802376779046298e+00 8.482275454616495125e+00 9.523930669296865048e+00 9.935468729066977644e+00 8.363603550662668695e+00
7.246446830803323635e+00 8.453841845924046083e+00 5.777509967303746663e+00 6.884665382991999039e+00 9.897565829387909631e+00 8.551760485714147819e+00 8.312756437796055664e+00 9.790337169465114897e+00 9.735746870764618421e+00
6.727168005619264868e+00 9.489799685428440768e+00 7.114853100338720537e+00 7.333371302086728605e+00 8.880537644754427973e+00 9.321375996075575543e+00 9.823253371423581015e+00 6.815295706623651917e+00 6.761834966980224237e+00
9.168797136913786616e+00 9.835185983419520994e+00 5.181911643266596812e+00 6.327171551708016928e+00 7.815872258288361962e+00 6.681947821974759449e+00 9.902176010981392551e+00 9.276758507524498043e+00 9.579270589656491808e+00
9.654652342515074537e+00 8.214837514028486609e+00 9.035423745194641754e+00 6.596500223348575886e+00 8.961096010171903714e+00 8.399040377316461914e+00 7.910930844137872953e+00 5.207635263353696864e+00 5.725316390102779707e+00
9.348111405924292683e+00 7.029343974424705266e+00 7.405666975974550148e+00 9.710531727205344410e+00 8.417376783417946484e+00 7.684641115209005058e+00 8.024110044395994734e+00 7.246122201056392598e+00 6.980102767254876994e+00
8.403479477075219251e+00 4.799326507520622620e+00 6.649971566990288352e+00 6.824325261008173271e+00 8.649846144684605775e+00 7.512445815957387474e+00 8.263753962941823517e+00 7.461718424473261280e+00 6.591284163087250292e+00
6.891210833907939204e+00 7.483846156558476181e+00 9.329345867839291984e+00 9.191811837820811348e+00 9.818027280563358161e+00 5.774591369590656775e+00 7.896171480420353994e+00 3.878165245472225742e+00 6.292957421865331469e+00
7.968779267620235807e+00 6.501782845723849569e+00 7.407309239562826164e+00 9.449388196695204911e+00 9.123507391594076310e+00 8.283850258975583358e+00 6.428015529676755158e+00 6.382727651871253016e+00 8.044129136316735540e+00
6.663471032224333790e+00 9.293276863168726365e+00 9.678699058421880608e+00 6.721688351543172679e+00 5.854609716520164930e+00 5.884208958361560882e+00 8.831803474265180753e+00 6.056653718214735527e+00 6.600514678963842030e+00
7.875553864196900733e+00 9.760371981892618010e+00 9.841267834848487439e+00 7.276940120886123076e+00 6.516778192690025229e+00 6.211448699862600620e+00 9.984337271513298973e+00 9.812566475359584928e+00 5.505875754634766750e+00
9.611753963119259225e+00 8.716839713180497995e+00 7.267191890640996021e+00 5.924523726758565090e+00 7.965877454369975297e+00 7.113209987205337370e+00 8.002883171537337859e+00 8.259747663273282470e+00 4.834097130514273921e+00
7.363262976325788856e+00 8.870335464608624321e+00 9.079881209728522862e+00 8.017823207149850973e+00 9.872630708864482685e+00 9.174151870429238187e+00 9.799015514685065042e+00 5.692376028664886789e+00 5.616526478742942530e+00
8.340544759262181529e+00 9.262079906856971689e+00 9.760519012249186943e+00 9.174911886271583938e+00 5.284071891732858184e+00 7.059580086794718490e+00 9.764221324702354821e+00 5.229262517069036775e+00 5.363266024852001657e+00
7.901011226027163659e+00 8.306948456550287574e+00 7.681183203999310649e+00 6.693624234601255552e+00 5.282949003868037785e+00 8.386375254213989550e+00 9.773559193795900768e+00 4.407590934160525720e+00 7.502259384231952488e+00
9.702403981465055338e+00 8.744195235263292787e+00 8.313072322085520938e+00 4.413233309977437457e+00 9.981733942621184852e+00 7.547524807414767167e+00 5.546944066886070779e+00 7.109080461288950659e+00 5.946278773856086275e+00
6.118175580522027701e+00 8.417697580154055004e+00 9.218509602403123893e+00 7.276413414013389591e+00 8.512672906091721003e+00 6.754370621650375384e+00 8.593506564644966872e+00 7.461985442356380283e+00 4.531923883527771757e+00
9.224642655188603158e+00 8.780719203137786977e+00 9.098808892904211021e+00 7.528153307135561079e+00 5.325128864470938694e+00 6.119707096292048121e+00 9.546070066344777061e+00 7.161897549343140490e+00 9.610518763626512140e+00
7.415440558841305929e+00 9.968017096142260058e+00 8.771875205915719675e+00 9.360054281824181643e+00 5.995095559401041996e+00 8.050125315791387237e+00 8.152844923318532722e+00 8.092088441987177916e+00 9.170523005932746941e+00
3.916659706049719247e+00 7.336370057137649781e+00 9.752976454585233768e+00 7.996511812066296798e+00 8.309068377503685099e+00 8.318827427026995736e+00 7.001242629767792991e+00 7.250352021184402140e+00 9.490163528108922719e+00
6.204691304668620511e+00 8.143845033302282488e+00 9.092882509184580186e+00 8.709022321264042077e+00 9.347550727225048206e+00 7.305674895672287228e+00 9.666717665328544484e+00 7.896562615013205111e+00 8.430519671349017585e+00
7.912975483958515355e+00 5.817543299832591330e+00 9.065630317052830733e+00 5.874473777479906289e+00 6.213950312733780734e+00 9.816294231116371449e+00 9.505394418757809660e+00 6.768427381301489021e+00 8.197959170220705971e+00
8.566694026993424416e+00 6.365002044152134886e+00 5.293237162029376108e+00 5.894991421595051406e+00 7.495769800905877744e+00 9.064592614169143303e+00 9.979918835818956779e+00 8.765138276473837919e+00 8.494688975958371913e+00
8.490598175185242624e+00 7.371532492204273090e+00 5.607647648232940263e+00 7.315245891795253641e+00 9.025537220838211638e+00 9.515547348081604184e+00 8.599471767417613322e+00 5.966004912556035045e+00 6.222169245293001971e+00
7.112747644713149242e+00 9.897170008409013064e+00 5.383154660270400349e+00 5.878176135071484509e+00 8.747882983071043839e+00 9.546624889025503435e+00 6.836741298613658202e+00 5.123641543078428562e+00 6.059550053052672247e+00
7.855175603686813446e+00 9.032274442455038965e+00 8.202240690484048358e+00 8.300803156840554919e+00 8.922814078059454701e+00 5.246680138435857010e+00 6.637017236229123540e+00 8.486920880263623346e+00 6.433056632472123226e+00
8.096561670311952952e+00 7.176219091609909562e+00 7.706069592683764569e+00 9.885948955847990050e+00 5.496339243521238593e+00 9.884044020625374571e+00 7.404333408194892385e+00 9.963063547744582138e+00 9.909701240204743300e+00
4.338564859614746361e+00 6.940001303117170117e+00 9.554739015692627291e+00 7.933769663000480143e+00 7.214779972395785279e+00 5.586977299305702971e+00 7.741395887536192788e+00 5.297669600101300169e+00 7.425300138355140689e+00
6.004784992399280874e+00 8.209774325004522311e+00 7.094027211575986591e+00 7.974322785927555834e+00 6.465220948210570917e+00 7.224607496238618864e+00 6.999304408195564875e+00 7.248818493879743308e+00 9.746727057186731713e+00
6.250060723591072787e+00 6.127522983235479614e+00 8.967565945018446172e+00 8.190846172770017475e+00 7.922627023665441470e+00 7.673800556498462377e+00 8.321865212958858393e+00 9.919548311961847276e+00 9.952235496375497092e+00
8.826361515048734674e+00 7.536289760058577869e+00 7.287151461007574049e+00 8.075964861124532490e+00 7.594335431409521497e+00 9.014455360226302005e+00 9.693263086913379567e+00 6.717832145317069958e+00 8.198346222253226401e+00
7.892764705886710530e+00 9.149573021205011258e+00 7.255391965193304316e+00 6.303656279296397713e+00 7.681156626317195979e+00 4.613247254076963344e+00 8.751196109084764529e+00 9.193582757129979299e+00 7.301277441402826085e+00
9.737516765611003322e+00 7.196513195291720955e+00 6.377027478340766109e+00 8.574589582333123516e+00 5.507994986107187074e+00 9.912389220979635596e+00 5.085221204332916578e+00 8.158701452445331626e+00 5.286122556556786201e+00
7.083264702672713575e+00 9.257999211887845803e+00 7.655628826102058859e+00 7.747185901916839867e+00 3.694635177117278513e+00 9.358948061891652515e+00 9.942035291824895538e+00 9.003262747647420738e+00 8.144374969770607819e+00
5.114215458128041014e+00 8.133839918312844475e+00 9.364105538742554913e+00 9.969924602607321162e+00 4.507203594535223345e+00 9.142101747279680168e+00 3.912077274501208901e+00 9.814268887558847965e+00 7.931451341389870180e+00
8.233538376221375188e+00 9.063778906315876682e+00 9.758627917148913866e+00 5.153485267177080331e+00 4.329273253394670284e+00 4.646692163333012715e+00 5.467071774812606755e+00 9.767255536556266549e+00 7.102354605339128213e+00
6.524084676667036398e+00 9.494679799744664805e+00 8.636073176077557534e+00 8.486303285829766452e+00 9.724570527782827156e+00 3.549433370892899120e+00 5.634951637382783929e+00 8.728710876337702373e+00 6.237070560584644596e+00
8.951093748526080418e+00 5.863392138640686646e+00 7.157958778894595753e+00 8.564724162231403426e+00 9.833023501927524279e+00 3.753782561754504865e+00 5.943634847643028962e+00 9.619752268512787197e+00 8.311203798414483757e+00
5.240573318546513093e+00 8.834508636814415894e+00 7.927349004706407243e+00 8.902572029631068418e+00 6.645574253466589809e+00 9.071304160767452274e+00 7.069531719511635615e+00 5.148398078981472281e+00 9.584873642320269838e+00
9.067009688797430300e+00 8.844829475792197471e+00 8.007423243051194461e+00 6.415221990374195826e+00 6.555500067514516971e+00 9.118107402528339733e+00 6.956851632073017377e+00 5.510047021608737161e+00 7.118478615420128719e+00
5.056030126782998124e+00 6.662685855048278150e+00 4.264629164977799647e+00 4.885308069291343536e+00 5.263875139728112273e+00 8.834140985112739486e+00 5.370481138983710601e+00 5.294630423142120179e+00 5.661679480151846633e+00
7.041571693574459445e+00 4.685378905423113416e+00 4.260098171283446256e+00 5.597992213986723087e+00 7.198225323468027348e+00 9.874109372543946606e+00 8.324645762627223888e+00 9.446344552205776068e+00 3.881495322175004592e+00
6.367975446696756414e+00 7.736400725780681498e+00 5.417490295266351730e+00 5.916954986545565731e+00 9.682662563795048527e+00 9.965095342712901427e+00 7.934830599671029105e+00 7.393162789868487295e+00 4.963595140978160458e+00
8.084478792511735179e+00 9.776328625808762496e+00 6.678318341573532102e+00 9.069179486850186933e+00 7.171589415911391541e+00 7.752510324577615464e+00 7.827305445667900763e+00 8.221609340487521678e+00 4.432902955914765464e+00
7.333293489696068868e+00 6.616777416497428455e+00 5.584472511796681360e+00 4.273626359450728884e+00 6.732632121458644647e+00 9.490873308698166255e+00 9.342286485856407197e+00 9.205475755525359460e+00 5.761607196789342744e+00
7.047677116938636743e+00 7.119633281453506157e+00 4.912294908612869548e+00 9.458580419828317432e+00 6.413396441630291989e+00 9.485889743748147751e+00 9.475202750542578656e+00 9.221633306222164705e+00 5.289608552789138329e+00
9.174477878889046423e+00 9.670188490610733822e+00 5.582071364410575498e+00 7.718247779743911963e+00 7.642263829281835008e+00 7.065303464884528317e+00 9.530610521687290060e+00 5.759928118292305221e+00 6.412851017779491514e+00
7.265885605873084074e+00 8.802644546154329674e+00 9.542796914836538136e+00 8.008051900368187148e+00 8.952727813432378667e+00 9.817383371978440465e+00 7.373420368996040253e+00 9.000411515855303080e+00 6.198778717703897101e+00
7.543201094429162978e+00 7.378645789576888880e+00 9.879105604066033663e+00 8.672198153454818481e+00 7.286144904625603047e+00 8.166989908813187427e+00 5.926645234012298147e+00 8.826113208154321654e+00 9.861528781628097207e+00
7.635127521333203049e+00 6.304631224869035933e+00 6.884365309771532715e+00 7.155355902998011608e+00 8.952912559738892995e+00 5.660740697832912005e+00 5.772676352858531423e+00 7.960604300825711022e+00 9.662100287533487375e+00
4.687204278703461569e+00 7.003752230703136128e+00 6.113281214704415767e+00 7.819248812241941238e+00 8.214609028113841305e+00 5.439697174212959396e+00 7.004664294512200406e+00 9.252204882600214120e+00 6.051798010681614493e+00
7.431407854744580987e+00 7.286590024904878504e+00 7.097065632745698238e+00 8.816839531887437076e+00 8.762759012091567712e+00 9.340670495565660758e+00 8.858695417615885859e+00 9.576198371598579229e+00 6.802485221727079256e+00
8.249694614956961658e+00 9.135527020894993910e+00 7.280262390201828637e+00 7.941887107694967973e+00 6.902421777554575755e+00 5.922433016223748403e+00 9.968159873019045492e+00 7.205537048721594395e+00 8.675191743088548790e+00
4.189516011484287539e+00 9.105038649330369438e+00 7.549432366527113025e+00 9.887320549043504769e+00 9.938828577665487884e+00 7.562948779327876458e+00 7.918643824673585740e+00 8.080071580554790245e+00 9.242434906486865387e+00
3.226629294083993127e+00 7.539247486261698050e+00 9.151482992983751785e+00 6.004183568057377407e+00 6.295103036917760519e+00 8.320872535374752132e+00 9.661500823552801265e+00 6.758422661560671507e+00 4.890289755299803254e+00
3.043836664826268912e+00 5.697529301057838502e+00 7.665829348551596034e+00 7.481929226403554622e+00 7.109859542341864014e+00 7.087557058942273613e+00 6.357339299519578546e+00 9.475067988385195150e+00 4.726129298637988363e+00
7.793159931329984857e+00 7.313740049640772511e+00 7.190106236597634037e+00 8.338781270895132991e+00 9.924748088069621943e+00 8.748371271598614385e+00 7.860555736556898765e+00 9.736856458588830421e+00 8.966127241928600000e+00
7.266927947236665020e+00 6.826282090062520069e+00 8.749065637226014047e+00 5.759443873261691493e+00 7.518196286000468298e+00 8.413386298188227030e+00 6.232338772365013213e+00 9.795433868061163452e+00 8.772074951111182628e+00
6.821188253411454738e+00 9.258994092175266033e+00 9.597300570011652709e+00 4.869278666562376401e+00 4.586874586807335064e+00 8.851071426853943436e+00 8.214972028641874147e+00 4.450935130931487294e+00 9.726980781425723421e+00
6.352271858414438199e+00 9.353961011289124272e+00 9.547211267545995028e+00 7.760305284965404837e+00 7.577281063674202954e+00 8.477607498332080382e+00 8.944882907600709032e+00 2.981955000220327889e+00 9.576260194224721189e+00
6.502848295033746062e+00 9.891649649999985527e+00 7.140144882705435236e+00 9.913117498909581826e+00 6.158551023844671235e+00 8.496140582306788147e+00 6.237954186692546088e+00 5.423838171509859585e+00 8.293465555089023056e+00
7.346381310342000148e+00 8.635085135440766280e+00 7.779715147658696317e+00 4.015619236485586718e+00 6.285960974996349648e+00 9.991181885799786500e+00 9.064920243983037196e+00 5.198917440227207365e+00 8.891725587858081425e+00
6.270995761822458547e+00 9.429793850520944432e+00 6.937673984186355725e+00 6.345971995706459978e+00 8.459993215196051963e+00 8.762993267111530926e+00 9.342128326220803913e+00 3.456808978987416126e+00 7.276356169656325257e+00
5.681051101443295615e+00 6.154381463436172872e+00 7.744053646648522360e+00 9.321092371051452830e+00 8.329596178881752522e+00 8.711949426842338084e+00 8.527344423326667311e+00 8.033735516881320038e+00 8.406906839056631497e+00
8.001646891406144491e+00 7.086807445457673715e+00 8.922679888610087318e+00 9.119688479460085873e+00 8.876418002959239217e+00 8.893735004000903999e+00 5.116710376980043939e+00 9.139761905365430650e+00 9.641736001727272409e+00
