word.concentration.1	word.concentration.2	word.concentration.3	word.concentration.4	word.concentration.5	word.concentration.6	word.concentration.7	word.concentration.8	word.concentration.9	
7.546922601103660533e+00 8.935759043969717652e+00 9.380697713400513393e+00 7.955942284672723019e+00 8.165939432650386465e+00 7.831368039525906433e+00 6.280896098344480372e+00 9.065291373536528141e+00 6.473303591619274933e+00
8.061748049580845787e+00 5.387805256806982968e+00 8.405793899062530272e+00 7.834235379904452401e+00 9.763554122228995880e+00 6.445560803460855581e+00 7.861629082021416082e+00 7.780184773815647326e+00 8.498385415784550645e+00
7.832409858933214508e+00 8.792500368637551134e+00 9.008160179020739733e+00 8.936518729699917785e+00 7.162464387592645920e+00 8.776703142370383404e+00 8.664246308018725529e+00 7.669815729637628365e+00 7.766649325499365375e+00
7.522373643698902157e+00 6.689429031026516093e+00 6.376652281264707511e+00 9.405759203129218093e+00 9.681027145112834020e+00 8.086209514263330789e+00 6.057108988858018961e+00 8.875099711991738971e+00 8.881527620859326788e+00
7.162765179695648854e+00 9.844496992892079135e+00 5.627391509252486657e+00 6.049690503629740590e+00 5.675755513195707813e+00 8.216764790765420656e+00 7.242009031664455421e+00 9.670375446164191757e+00 7.610708397072916576e+00
9.649591975747210171e+00 5.716432704596737580e+00 5.469071002824733796e+00 7.957800615580179482e+00 9.844481280246712984e+00 7.228572092813106309e+00 7.616009854178840577e+00 9.836801421170173754e+00 8.561254044792487861e+00
4.895536408256753624e+00 4.689577721081442441e+00 6.216175106666153916e+00 9.156253790965745765e+00 5.376468091678348493e+00 8.269910757640772658e+00 5.182891628881088231e+00 8.079821908695363319e+00 8.889082671675387459e+00
8.996754833495785419e+00 9.039972843869977126e+00 8.583759262968612802e+00 8.204848011181304912e+00 7.945107657096009746e+00 6.724281773917240912e+00 8.897965654020270065e+00 7.244065354203605978e+00 8.167388237159112663e+00
7.758562877177632267e+00 3.924946428118345487e+00 8.909558880059691433e+00 7.304974476860701671e+00 7.117249524303434605e+00 9.580772846093882578e+00 7.407258484752977878e+00 6.998299872935843879e+00 9.779171583597586093e+00
6.076019784338262397e+00 9.476598305314874793e+00 6.668975320719138900e+00 7.381846822628649107e+00 9.653962760248502306e+00 8.962969298586497047e+00 9.655827916893708007e+00 6.923219520315146980e+00 5.689324283711352237e+00
9.987510075123411823e+00 8.658003128434275553e+00 7.697707742153892418e+00 8.142357985741144333e+00 7.409294221633698996e+00 9.763481082759469132e+00 8.482068199177374979e+00 8.391822620718187409e+00 8.818892802386770313e+00
6.090960653770363997e+00 5.549969838006290068e+00 8.853825439089773042e+00 7.439329804461259243e+00 4.265203517863714211e+00 4.861408960217267428e+00 9.464831228511929595e+00 9.278233328789683654e+00 8.147432306068520091e+00
9.493253137998873825e+00 7.400117649660059804e+00 4.617609267864498435e+00 7.723877841151289836e+00 4.409407439911281479e+00 8.751131295760508522e+00 9.683245292537383975e+00 7.185697686926108219e+00 8.849068468606725801e+00
9.774024515949157887e+00 7.682740490119345900e+00 8.522866021602363062e+00 6.115728725465494620e+00 9.904380976870887920e+00 8.200644657006259663e+00 7.992178313660089017e+00 6.366661659632858239e+00 5.769314974727507206e+00
6.937682400607651623e+00 8.049892369191027797e+00 8.777987755227584898e+00 8.928795346772790964e+00 9.174401768861651263e+00 8.189602841643754516e+00 9.121275779868669886e+00 4.976048793374789447e+00 5.341192197711347234e+00
5.793611778550146418e+00 7.925540509525402122e+00 8.807694702523125585e+00 6.890482780819394470e+00 9.499964934014448303e+00 8.089636210282495909e+00 6.926432635017454764e+00 7.021246950816888877e+00 9.747420961758814784e+00
8.219548547196904309e+00 5.325717709855614324e+00 6.816736338085844338e+00 9.595503453981603315e+00 9.507337980112920306e+00 6.127219133106275528e+00 8.624150150424043204e+00 7.162064066742646951e+00 9.678539846485911369e+00
8.552423255116933021e+00 7.175230498554028280e+00 8.874263416233336699e+00 7.980210990007769567e+00 8.766592820108998652e+00 9.216078399306578461e+00 9.857201150181825966e+00 8.221884619282050721e+00 6.757949432648597821e+00
8.815116712586902992e+00 7.820024881628560465e+00 6.115144255331813383e+00 8.944973341178679149e+00 9.454294532818501295e+00 9.102001445577064587e+00 8.518252531405448025e+00 4.163841510251011790e+00 4.100729549511483718e+00
6.407995313240346213e+00 4.909998174793217984e+00 8.764692650634746229e+00 8.381215618566201897e+00 7.162680690547443163e+00 9.753756544817337115e+00 9.356850180292582309e+00 7.710753482707394468e+00 7.495029393744552237e+00
6.656323662050080969e+00 4.383265490917856333e+00 7.756618398969049366e+00 4.647022718158217991e+00 9.378703233558079333e+00 7.119810834270716704e+00 8.545184266317962241e+00 4.729857308698577789e+00 9.235985855922749010e+00
4.948785789062446483e+00 9.337075291200592986e+00 7.386781206134925171e+00 9.843787154998164368e+00 9.783968814036837713e+00 7.639813389133615296e+00 8.775853209823766932e+00 5.207384333325681958e+00 5.861513213281822843e+00
6.102484568806729293e+00 7.440171095476587837e+00 9.216376673579638634e+00 9.385220816905091468e+00 8.279495313200254003e+00 9.817109725118495334e+00 7.633946722941749030e+00 4.986910954456587497e+00 5.896873464570611567e+00
7.228248190521636474e+00 9.199680002014266833e+00 5.597348115424935600e+00 8.342060245177435718e+00 8.838910034744612787e+00 9.823960162430843468e+00 9.370146600166654238e+00 9.318610240913706377e+00 9.753987777363233747e+00
4.659567745971171071e+00 9.883657629505977482e+00 7.225792733014488434e+00 7.400310918471680210e+00 7.622259783349599971e+00 6.621552304814268375e+00 5.505728430055135902e+00 7.558161100156481460e+00 9.665787290404184162e+00
8.082264591731735948e+00 6.750437134260404370e+00 5.335530730579237435e+00 8.249422686410127881e+00 6.557745344695759648e+00 5.083527501782450386e+00 9.298641629349249982e+00 7.412466522335656727e+00 7.981192246441195515e+00
5.762576159938246789e+00 6.469101072429630506e+00 8.334229614885860116e+00 6.586821442124461079e+00 2.968706489045266572e+00 9.624016113273130557e+00 9.182304576336679958e+00 9.336674807686515365e+00 9.432647748742096994e+00
4.983333622609269042e+00 8.869623951384875582e+00 8.247142846296522833e+00 7.801618072579845631e+00 2.532242108744930498e+00 9.135475342123829279e+00 9.906379996100717733e+00 8.933011356628487221e+00 9.193371432504592988e+00
5.470868202608837549e+00 8.727776161981568137e+00 7.672866770533168790e+00 4.441663857984091024e+00 3.969355402746586048e+00 7.709982922486428691e+00 6.494440189842514144e+00 6.559239456317531136e+00 8.938322274463795125e+00
6.599165119468945129e+00 7.964447162745255326e+00 7.206317185067685038e+00 8.716170320730327603e+00 7.732622994466188615e+00 9.451055013426818974e+00 6.646241403057908670e+00 8.180288048445587989e+00 7.318838223501615836e+00
6.350755383389461883e+00 7.756427606328246682e+00 8.796728960608108494e+00 7.881364525346759464e+00 5.585569292685393705e+00 6.333315538732048999e+00 9.191613535729501905e+00 9.783150455768067744e+00 8.292112590728267563e+00
9.616115794380897697e+00 6.717917062526916894e+00 8.153088531663762240e+00 8.236103539732628320e+00 9.646580056463312403e+00 6.008944748811534176e+00 8.761541000634430532e+00 9.475816570451890186e+00 8.145337760541330852e+00
9.790673642481243277e+00 7.430579089836418127e+00 7.333458005129915414e+00 6.623911590070420630e+00 8.111182069369066383e+00 8.335928529634177409e+00 4.509001392096475769e+00 9.536269574153937612e+00 7.795009980807907191e+00
6.655662707159226699e+00 6.668712076330508332e+00 9.439756121887269202e+00 8.811503075702280086e+00 7.708309146794442235e+00 9.203707729070544019e+00 8.322972490872928120e+00 8.414119803617294835e+00 6.704940929154483698e+00
4.849856277991807296e+00 7.341133337865686670e+00 8.577102745167559661e+00 7.318936415029774878e+00 9.089380073483606992e+00 9.210273968722004767e+00 8.047673271170012299e+00 7.378694648036939974e+00 6.771437867897970087e+00
9.929487539863735890e+00 9.025725534542436534e+00 6.438688943577600909e+00 9.449656290288379168e+00 6.471891264732858140e+00 9.919463694963155831e+00 8.065886883404434826e+00 7.591188596449709003e+00 8.048150791484582456e+00
8.033219527787180070e+00 6.585341765021225591e+00 8.361445273635954578e+00 7.703100324549139621e+00 4.642557234964130863e+00 7.266748285690533216e+00 9.924906903835818639e+00 9.428180014555476163e+00 9.797227430814174909e+00
9.298839047854523088e+00 9.431706541098289875e+00 7.533534652809331433e+00 6.621605425918279053e+00 9.090367920297687476e+00 6.838187054742775217e+00 7.170335053840943829e+00 9.059890965692922293e+00 7.475301390949798730e+00
8.502030128931552966e+00 8.996172534454734304e+00 4.787607650770006273e+00 6.587175507234167782e+00 8.584829471775863752e+00 8.519818077911926579e+00 8.428378637183250532e+00 9.566011889686119929e+00 7.276126198148501700e+00
7.216340874658873084e+00 7.874367453085724833e+00 4.177384162988000860e+00 7.955559412842035272e+00 8.170261778765636862e+00 9.277169142356880727e+00 5.732263497073261327e+00 6.916685556042897254e+00 8.339298004478358450e+00
7.932086114347033146e+00 9.175778053893903774e+00 6.137513765994050630e+00 6.139600875858546303e+00 5.430641421420940418e+00 8.174824599049154372e+00 8.665321588075936887e+00 9.947522287628220994e+00 8.811534107590107467e+00
4.386434547832097408e+00 8.998026843738905711e+00 9.789586305179959425e+00 6.159801430588621507e+00 4.385741663952349434e+00 4.927089103928899760e+00 7.524291885386807266e+00 7.080881871416587536e+00 8.441314651835133631e+00
5.516726312464164117e+00 6.251016383574167889e+00 8.498114083830580867e+00 7.523838782158667193e+00 8.028433348272782766e+00 6.785242522011472488e+00 6.017470028790206982e+00 9.318987023222595312e+00 8.551013761848508921e+00
9.162736517494654009e+00 7.551240239977623503e+00 7.922701249997486705e+00 5.647681227868240228e+00 8.743427067483136028e+00 6.491230118458807041e+00 7.315309892115875456e+00 9.822840767142643870e+00 9.174821693569938930e+00
4.940393520487664780e+00 9.113024236190598870e+00 7.831892612614413274e+00 7.156467510888640859e+00 7.128636131520273977e+00 6.332528068536308119e+00 8.342678718842483576e+00 8.265146662091291674e+00 9.397915341806331924e+00
9.769783190261691175e+00 6.681884592195091344e+00 9.240244938540342901e+00 6.178718522728179785e+00 7.651381398088841657e+00 7.938780395100554443e+00 6.213247462111273656e+00 8.644108172685294633e+00 8.327939661260932880e+00
9.757926933376229073e+00 5.680979557381341749e+00 6.375965681574394139e+00 6.844095818195750525e+00 6.899979232602827750e+00 6.810245632706511287e+00 6.983247901452939388e+00 7.743832214922516499e+00 6.736781189735905784e+00
9.891495357990624626e+00 7.653317573651346351e+00 9.753553910681077355e+00 8.362461579797052735e+00 9.822268677742137299e+00 6.938700964620301725e+00 8.004818284983834076e+00 8.401124085626351601e+00 5.749216536841590397e+00
9.144449065893454076e+00 6.563735829280362033e+00 7.851736181114803870e+00 7.582851747475688242e+00 8.476367799394369129e+00 6.089447969322539400e+00 9.448989896546040157e+00 9.154282262572978723e+00 6.683986608125294993e+00
4.957551383491022534e+00 9.229670279797236532e+00 8.850683398437128702e+00 7.847976237433402780e+00 6.157260632546113222e+00 8.932258627258088168e+00 7.831716335031368104e+00 9.266633202012201309e+00 8.220102555541396683e+00
5.356002730681659330e+00 7.255209081845148233e+00 5.949946257476290690e+00 9.979881667032472592e+00 7.472578220849898756e+00 9.891273631631577246e+00 9.978743981025752774e+00 8.154731342104190261e+00 7.728227110580237813e+00
5.909496438915419425e+00 6.755555277328372910e+00 9.900400964948936178e+00 8.322257503197130646e+00 8.446572370733896662e+00 9.737419748325409685e+00 5.811155577944274064e+00 9.106555190584652237e+00 8.402034481202791838e+00
6.712106464961044239e+00 8.809607737157296725e+00 6.969403610145455730e+00 5.930894821131135863e+00 8.100386821654122826e+00 3.933818498908554062e+00 8.672323535623590374e+00 9.487383050008549645e+00 8.876633086192656563e+00
3.936813565725067132e+00 9.411792506884260945e+00 7.530796602198457812e+00 9.498804536610458982e+00 5.678121352813790601e+00 6.766903182203117595e+00 7.382425842951176875e+00 8.601693445307223129e+00 8.364946015666156143e+00
5.203687510205597277e+00 7.395993700261971782e+00 6.611474793988149301e+00 7.098078955077681940e+00 6.674383499789597884e+00 9.715439907783254725e+00 8.855662707400588474e+00 7.334442968312800737e+00 7.902516484806071162e+00
7.217526352878555151e+00 8.465097754792580531e+00 8.434930741118277453e+00 7.400639853293362158e+00 5.279669084767078857e+00 7.466709229671646852e+00 8.578760457893629621e+00 5.134688586173556502e+00 9.284407361105763812e+00
6.062042990014695043e+00 7.330354414154157894e+00 9.165008420406060452e+00 9.962360827761093773e+00 7.258375506058801108e+00 3.915387919648543491e+00 9.296570048005332154e+00 5.516300410599383142e+00 8.818156525497728992e+00
6.423348166623079614e+00 7.983212128670634122e+00 7.901628666245436250e+00 6.535370454927020845e+00 8.237745002984082632e+00 3.425337572080058290e+00 8.542359837049556148e+00 6.895116269224397243e+00 9.309450812086460303e+00
8.734758853623045383e+00 8.911479760928243010e+00 7.961205290648076804e+00 7.421542119205286170e+00 9.609871374701153712e+00 5.462903705255337528e+00 7.629742888568356030e+00 8.132827389257741402e+00 7.370144321951921818e+00
9.971311229053956282e+00 6.755582799883741885e+00 7.710711854638493179e+00 9.790612932098289534e+00 9.649665116077883908e+00 4.566092083283042058e+00 8.683694694779653389e+00 9.546955941277991187e+00 4.062097113365855883e+00
9.070710923857980390e+00 5.084889921610034946e+00 7.327494515952520437e+00 5.967291710616078326e+00 8.152230119829784627e+00 9.250914010152161637e+00 8.123996449144895493e+00 9.354177604319824368e+00 5.176028924162436873e+00
9.849101470425294380e+00 6.194638533395011137e+00 7.857811486333998729e+00 9.430984457605802618e+00 9.047340029681116391e+00 6.824712787762909905e+00 6.297311754220904945e+00 4.623986286938619905e+00 9.408104296385106480e+00
8.260988975561589953e+00 9.644576477861722452e+00 7.351898115508157083e+00 7.114082598443222771e+00 9.515266507919960759e+00 6.528316017484217859e+00 4.647163031232186547e+00 9.294468394010680257e+00 5.455076325630152212e+00
8.533685879359643067e+00 9.880963958930436775e+00 6.851755890639566360e+00 7.141601139348487948e+00 8.568147589094673222e+00 8.537742436740058949e+00 6.011389570863125975e+00 9.365428976207226697e+00 8.559449900574024994e+00
8.800144654547453982e+00 7.644163488780780114e+00 9.030109254359665272e+00 7.141778013258191393e+00 5.956057427247008818e+00 6.687454207782544735e+00 9.479756190381120717e+00 6.560657244756680662e+00 9.763298373613384484e+00
9.559143007179535800e+00 7.085092989318528822e+00 7.466757349481841999e+00 9.631031529844083394e+00 6.263764581678095134e+00 9.079273491315477784e+00 8.987006327844271780e+00 7.374934866380868925e+00 8.634427855723464162e+00
8.838168533029538310e+00 6.895001550227762621e+00 7.700404136930112386e+00 8.556034843318155225e+00 7.121182658874727345e+00 6.118178355956974457e+00 7.679967343819813053e+00 7.182438328043943443e+00 6.024366901266876795e+00
5.129635878946092298e+00 7.825342430642871605e+00 7.180663341870548777e+00 6.595113542169152687e+00 6.016270943360400025e+00 4.379399497208884995e+00 9.746741963191503544e+00 5.895471743809236109e+00 7.600958180052638902e+00
5.849743718757862254e+00 7.110441067583742836e+00 6.077438323378019369e+00 6.231882288625119060e+00 6.524776812850109131e+00 9.214745367801850051e+00 8.726367546740902981e+00 7.599537170050282064e+00 6.639688673355029991e+00
7.680718503459237567e+00 7.779557282008742192e+00 8.760385152435050671e+00 6.478408050767402671e+00 6.108625033207061072e+00 8.733089539324343065e+00 8.447100453548927135e+00 5.433925615249759922e+00 7.462508099743424772e+00
8.252292107776110441e+00 9.986542093076657522e+00 6.890692445752215178e+00 7.292114310535998456e+00 8.597676536759962573e+00 6.375351193470798705e+00 9.884471207113435298e+00 7.605928025561793149e+00 6.323258759326899181e+00
6.388339333143267851e+00 9.891887701456584026e+00 7.302774159709141344e+00 8.096782281343628540e+00 4.881399432904247604e+00 8.966945636050486002e+00 9.595886845435046553e+00 9.540805772314413957e+00 7.705919823412843428e+00
7.825941189905245565e+00 8.980874006179114133e+00 7.462987188700542340e+00 5.464423247906688985e+00 5.683898076005854172e+00 9.080234464720474463e+00 6.070554792255076215e+00 9.522663695011669205e+00 8.359064121224834665e+00
8.301458374505354953e+00 7.438470863166003255e+00 8.251889889265946465e+00 5.870365641104619669e+00 9.805149488405298541e+00 9.163102049088630352e+00 4.839116548533530349e+00 8.940303076577839292e+00 9.079465972972801779e+00
7.138065424485053434e+00 8.286670772147401109e+00 9.654854963135374391e+00 8.881789195914432611e+00 6.216657998397063345e+00 8.666954773735286111e+00 8.584493138387401245e+00 8.708138672823933391e+00 9.167314134484803034e+00
6.290619446386462421e+00 4.127431642484212126e+00 8.291886676842803894e+00 5.886279971644710507e+00 7.747057853496536417e+00 9.184874709823880323e+00 7.883409273461674083e+00 9.103245884773688346e+00 4.750921550442392061e+00
6.684950919885217502e+00 3.250487772340585835e+00 9.115257233392419778e+00 8.034698517242230054e+00 7.876767510520148896e+00 5.740541471223270520e+00 7.452072032351281905e+00 7.718586565486692308e+00 7.950154101159782272e+00
8.158632266300648084e+00 5.901756559464778285e+00 8.222718312075446789e+00 6.687269409258911779e+00 5.251598956343005220e+00 6.758271284919946886e+00 6.960940746686420155e+00 6.465544102548959948e+00 9.334530197985330346e+00
7.767026577372380558e+00 9.149845396175368961e+00 8.560081440178395340e+00 6.399243441350989769e+00 4.335053300601724224e+00 8.730498968773252599e+00 6.798459385654922471e+00 6.424078012618930522e+00 9.528416534303239871e+00
8.206655698717106873e+00 8.347555907933120523e+00 8.351564447836340221e+00 9.835911375315951943e+00 5.442229063114886856e+00 7.528709761921142274e+00 7.129852452582854383e+00 6.747753432247869831e+00 9.940933038111680276e+00
7.077296381842237416e+00 9.719099107092599610e+00 6.523265328137875407e+00 8.732270354036593574e+00 6.168743583132134667e+00 8.668253603050592559e+00 7.950150065385462206e+00 9.404132940738756830e+00 3.801932145700584353e+00
7.870241669470425805e+00 6.266019348285875701e+00 5.471969176520542710e+00 8.852525386044344913e+00 8.337261177319589933e+00 9.216674528042503312e+00 6.120159208451296351e+00 6.446606978944966038e+00 5.866265608861188419e+00
4.651133398439127653e+00 9.967829421978246174e+00 7.517562848768274186e+00 7.190120872388765072e+00 9.645767627822328549e+00 9.987750263927532401e+00 7.985564220810514868e+00 5.656338819630855497e+00 5.307949168696830533e+00
5.374782177223415225e+00 6.245615655423521595e+00 9.349739591067388389e+00 5.403948874895822208e+00 6.987760481199289053e+00 7.969988432965397607e+00 9.846236143650441974e+00 6.880385183031836327e+00 3.501280999390404602e+00
6.812880935935044846e+00 5.200886820414668321e+00 7.864949391570982939e+00 7.453736442761201175e+00 7.694217873746820757e+00 7.410588657710404092e+00 7.371266688737555306e+00 6.669086673036296986e+00 9.257880206109186716e+00
8.377746624286064758e+00 5.700098095407252430e+00 5.011416414769895411e+00 9.437162800272552943e+00 9.669348062977775271e+00 9.212984119925231141e+00 8.270697839577989541e+00 8.186360139591675633e+00 7.318687688534358138e+00
7.922689781352866056e+00 6.123150224107292594e+00 7.056365374975572813e+00 9.854514757941837289e+00 9.498303455031836151e+00 8.000998121208759528e+00 7.302571538339937440e+00 7.052071954368496876e+00 7.097715022653782846e+00
7.823572439107633336e+00 6.509986883474935482e+00 8.823350288579325351e+00 6.951911647044707543e+00 9.162880793215435915e+00 9.806079788663392804e+00 9.720621958340924351e+00 8.455910959278085670e+00 9.183690982556010241e+00
8.183264842762140390e+00 7.856708636450262517e+00 7.683878039629939316e+00 4.620803010460243776e+00 6.818210351359187626e+00 9.849032492721423893e+00 8.824842398766664431e+00 4.578415390190886392e+00 6.710166976157563745e+00
8.316556912950790803e+00 6.074850110123663605e+00 9.623556889784900648e+00 9.760797725314979800e+00 8.901503357943823858e+00 8.637533300656521362e+00 8.056752707196812580e+00 4.729604209482118904e+00 8.980095930505438417e+00
7.857510635108803321e+00 8.811771655228708866e+00 8.501019107226607474e+00 8.537674627081095480e+00 6.496297342738737157e+00 7.019951083667713476e+00 6.088184863022680027e+00 7.116539325679702266e+00 9.022436360033045943e+00
9.747907471200260687e+00 6.304505355474129047e+00 9.287654287950871890e+00 9.245459419581417038e+00 8.784459876621607322e+00 9.652660626911435671e+00 7.459854368342506703e+00 5.714569969835389784e+00 9.096103536413401969e+00
7.617773748180007409e+00 7.127561890336417960e+00 9.245260024239360774e+00 7.325405087275248306e+00 5.449117047742433328e+00 8.513302776294571217e+00 9.144103310967322429e+00 8.048001700618829801e+00 8.329798629227681772e+00
8.931206133621204302e+00 9.517690004903977652e+00 6.870334286074662344e+00 8.148770011598472252e+00 4.532212614601812462e+00 7.226913796441489346e+00 9.000218819184519603e+00 5.485871380472362446e+00 7.732674194199028683e+00
8.028704626654899812e+00 6.454744153343147772e+00 9.726379020437917688e+00 9.609970738327289652e+00 7.401586311050684763e+00 8.672659016246914376e+00 4.561177253457120884e+00 8.949509255679851449e+00 8.912599892768982457e+00
9.503410143097143603e+00 3.876644428816302668e+00 7.522762801143225708e+00 9.742687879513852067e+00 7.110335233072927252e+00 7.931186298777305410e+00 4.865902047793881025e+00 9.267511352312228112e+00 6.133924918657516656e+00
8.247902037761310368e+00 5.664249135023500692e+00 9.273893730991678908e+00 4.766097336720085842e+00 9.490089232547987308e+00 7.615100776382152326e+00 6.471728603299087723e+00 7.251297576262225597e+00 9.022989004487644848e+00
8.499614050521946851e+00 6.384954938118367451e+00 9.218814363678289325e+00 5.675761622858119360e+00 5.422692787777830148e+00 6.025422587749147851e+00 9.225279210484243819e+00 7.005350576622985770e+00 6.006021970879733551e+00
9.292202669245494207e+00 7.795674692527968297e+00 8.206397091077072048e+00 4.884713664388175225e+00 7.713281363299231863e+00 6.193517191179017445e+00 9.566374395734074554e+00 9.111816851722528199e+00 9.109608853430886555e+00
8.974332497898590333e+00 6.721744869003414280e+00 4.920617769251194318e+00 7.250936332183718136e+00 6.314153097839586337e+00 9.033134103667245896e+00 4.157544465912315523e+00 7.776513466397096508e+00 6.908078128960014830e+00
5.341369170597916494e+00 9.781332180477416927e+00 4.149468866092760777e+00 6.990056142776160719e+00 5.732194057916078833e+00 7.048275374473076837e+00 3.370063714980198633e+00 6.520104918463744070e+00 9.709467897949380699e+00
6.456578150798042870e+00 9.297051900257804036e+00 3.645411141182155479e+00 8.540321879084336487e+00 8.838362715549445525e+00 6.403035669989852963e+00 3.039436532101106980e+00 8.543484316114801302e+00 7.528698887689753150e+00
7.149839948109928400e+00 6.754631923089460699e+00 5.918148746639410263e+00 9.677779697035171935e+00 9.948244101509979842e+00 5.765466749923880307e+00 5.906803559299925510e+00 8.261892915756426703e+00 7.951841095197062614e+00
5.099346302708778644e+00 6.266559175861512898e+00 8.406132831613172485e+00 5.848585044853528814e+00 4.919773908614156532e+00 7.878827250206057009e+00 9.283287562672976279e+00 6.341043581879301172e+00 4.069048016099304554e+00
8.314081844652449149e+00 6.223953287549577773e+00 5.127932168848804650e+00 9.278143433532765272e+00 9.436568222290597774e+00 8.435423457901391586e+00 3.833153355091055925e+00 7.540819299099419837e+00 8.343944576589873208e+00
9.418948418754130358e+00 7.518035298142068612e+00 5.302638140490883778e+00 7.380092252648038809e+00 6.623907297055911414e+00 9.103111404854896449e+00 9.725616534616074560e+00 9.770475061170181164e+00 7.978893786686090728e+00
7.226843708560402924e+00 7.652594916164438210e+00 8.621300491102966035e+00 6.875762436715590731e+00 7.426857788859568821e+00 6.884917210702715451e+00 7.622292491207782739e+00 8.211623991887771368e+00 9.006438941658768016e+00
5.811772303805905260e+00 9.114542556898379999e+00 9.517170111152253753e+00 6.982478909939762168e+00 5.243325483070496951e+00 9.309651686846272867e+00 6.906902149830663973e+00 6.804997235489468999e+00 7.343692319154897952e+00
8.464352458176453098e+00 7.650682620984682103e+00 7.114312152155292779e+00 8.824499125404203781e+00 8.778595398776245062e+00 9.649117169044233222e+00 6.862557423730286210e+00 7.959322363036752002e+00 8.502978244156427223e+00
5.159451072127051674e+00 6.799778401308645748e+00 7.940033676621564673e+00 9.567035602595421295e+00 6.343287985751811853e+00 8.099908529859176198e+00 8.673451687248292075e+00 7.398734057824276178e+00 9.369701329612809104e+00
3.753457303995919148e+00 5.284716220122595232e+00 7.216960463190495112e+00 5.764371337997504341e+00 7.369055091383280853e+00 8.840365295971491122e+00 8.662582097556965621e+00 8.604318870441602485e+00 7.006565212675553767e+00
3.526971289805060028e+00 8.718932552355447285e+00 6.532026304105043479e+00 5.270645825961575603e+00 9.142581144046651787e+00 7.523433751660258295e+00 9.240974579212727136e+00 4.267037439193519077e+00 8.661077013946034242e+00
6.876794186115125385e+00 7.936857493777660366e+00 6.514351660219866780e+00 7.648710011014951959e+00 8.662709889107679473e+00 5.410459439164066353e+00 3.767916437740221003e+00 6.624262272813870922e+00 9.840230961604536475e+00
5.667466857303299577e+00 4.713009303390715665e+00 8.665259216567246625e+00 5.997312980014496198e+00 9.253554585035551838e+00 3.865512572287988391e+00 9.493652572524256428e+00 6.291091643039758985e+00 7.530047768171582057e+00
4.893589570835811031e+00 6.926994131071385397e+00 8.658840387932901450e+00 7.169034499939906269e+00 9.461300526717002057e+00 7.397589120909795923e+00 5.364138088461069209e+00 3.944444222194281480e+00 5.985590501173018829e+00
9.885520527057529705e+00 6.747502360766736373e+00 8.612104919065611597e+00 7.414296658568644283e+00 8.402211407204726257e+00 4.115311388772926016e+00 7.319034879831406215e+00 2.899766299173128115e+00 6.129168973833870382e+00
9.142543656569486643e+00 9.920646444009937781e+00 8.439884029184822722e+00 7.752342106203464311e+00 9.022690726713836540e+00 4.318332366539545220e+00 7.810252314176960198e+00 9.165956662278563982e+00 5.929305014455739098e+00
6.549168577929068924e+00 7.885724382906049712e+00 8.806827200977970449e+00 6.793640235700119767e+00 7.758061559821147313e+00 8.845135628477072132e+00 9.696838256569096259e+00 8.190442727616794372e+00 5.456158244215444597e+00
6.413183119320207126e+00 8.660459157818253928e+00 6.187555079170286909e+00 9.840567369611704862e+00 9.819274225266005018e+00 9.501256893424901762e+00 9.684957865276933475e+00 5.669907472656633196e+00 6.553828672848988290e+00
9.957984007357879364e+00 9.376143453111764003e+00 7.603639839095809094e+00 8.059058525883349589e+00 8.834188404304846642e+00 7.937381816524226252e+00 5.828250432649769941e+00 5.162069743219663387e+00 6.771473466557647924e+00
8.791356728067736270e+00 8.300064701069356232e+00 7.478089877344921810e+00 7.318015585163261782e+00 9.820695122886540673e+00 8.136953654846447392e+00 4.098910399669198235e+00 7.770036885598641696e+00 5.942384338911573138e+00
5.674304689943324931e+00 4.947848369572257710e+00 6.901773459118980547e+00 8.175733308177722591e+00 9.056807138145131830e+00 8.794092981832031697e+00 6.210890253551468732e+00 9.536635047373325236e+00 8.481461123665184232e+00
6.327613939521794073e+00 8.872617025414546887e+00 9.058417836921982769e+00 6.608390052585972896e+00 8.222087297547378881e+00 7.398631704048669988e+00 6.201319145909533148e+00 9.030562081591245516e+00 8.495890024238320848e+00
5.286085341663332215e+00 4.460175123220301074e+00 7.528121179743604507e+00 7.940901042730320825e+00 9.023752665764845915e+00 7.579632049914044600e+00 6.114929049643997416e+00 7.046498511154489108e+00 7.064961380268237612e+00
4.890100597364603452e+00 7.690307547489517503e+00 8.269821029653400046e+00 6.994075071561632662e+00 6.180475976172651542e+00 6.666516162335031304e+00 9.564364721247487822e+00 9.948490776970752236e+00 5.920028488696649660e+00
9.175729257185583521e+00 7.614172904053020829e+00 8.099371569241180069e+00 7.939677268734780746e+00 7.800647087236380450e+00 9.998398770884056930e+00 5.716516118601201235e+00 7.781185450064021403e+00 6.768577462062941308e+00
6.263829729688459302e+00 7.516978541104454514e+00 7.860001132332989471e+00 5.817904709689186049e+00 9.508190738712350765e+00 7.000350875637591841e+00 8.055892915947643118e+00 5.611706797419185655e+00 6.178894129320048556e+00
6.538506146030034216e+00 7.988109252531310212e+00 8.628836107399969535e+00 9.544392137093456796e+00 9.099534625637991425e+00 5.780224954833933282e+00 5.897328812329212688e+00 7.980833923121354978e+00 8.633342993099201834e+00
