time.decay.1	time.decay.2	time.decay.3	time.decay.4	time.decay.5	time.decay.6	time.decay.7	time.decay.8	time.decay.9	
1.106598155089082525e+02 9.913667118007688828e+01 1.002649968756313683e+02 1.027836255448282969e+02 1.013888041804376599e+02 1.004559912050678463e+02 7.373818589936391277e+01 9.507630378727580478e+01 1.220114858590987694e+02
9.917824381079768159e+01 1.051333133213612996e+02 9.843368561005476636e+01 8.412987828746543073e+01 9.033883171304911741e+01 1.163276711104404626e+02 7.517540829967941818e+01 9.305724469869592497e+01 1.111894006592705040e+02
9.470507879347945845e+01 1.084785773357496055e+02 1.159716997134684675e+02 1.198416705961191013e+02 9.664554653760555425e+01 1.268541896143484280e+02 9.093079496632960002e+01 1.085484840680734919e+02 1.192871848024753518e+02
9.417881146563526329e+01 9.247529632768473107e+01 1.017896642741084747e+02 1.253093479522255791e+02 1.030830477414668565e+02 1.247884038986886139e+02 1.112686569854115533e+02 1.021768616515509791e+02 1.115225693941411862e+02
8.605970665535362230e+01 9.080003135022336380e+01 9.288480785153784325e+01 1.220119134790794106e+02 1.021660589349759931e+02 1.114627003111013863e+02 8.675971120928875280e+01 1.032324177604914439e+02 8.618489116840322595e+01
1.016811786540853149e+02 9.547502521474692116e+01 9.061707227986188684e+01 1.200119841573838926e+02 9.713197742450446981e+01 1.052049929830387214e+02 8.852058234133946257e+01 9.073535448205139176e+01 8.147073996550092545e+01
1.017785738642266722e+02 9.367320189012404796e+01 1.143696591646212255e+02 1.180445311968124145e+02 9.579308124561578097e+01 1.066549968332887204e+02 9.360341590370519782e+01 9.067215101935781263e+01 8.814183414443500908e+01
1.035634416218532436e+02 9.634457656411125015e+01 1.110642299560466597e+02 1.040907619912714210e+02 9.194026424705964473e+01 1.029603110021772920e+02 1.006693966973484038e+02 1.132835597872167739e+02 9.297401653135139554e+01
1.061866811135963786e+02 8.549233685084831791e+01 1.136213494125803436e+02 1.053490470407205919e+02 9.177396290683562086e+01 1.080145969698255612e+02 9.560363112054569967e+01 1.089495444676462057e+02 8.494892939395296594e+01
9.853829882270133567e+01 8.719737970533758187e+01 1.156242326840393417e+02 9.155641756552179800e+01 9.240435651963636587e+01 1.048955126675770373e+02 1.030104940756944103e+02 1.165083119566204886e+02 8.618463871264386000e+01
9.371049025862359372e+01 8.222452849056489299e+01 1.108954276447054781e+02 9.852531136445836069e+01 8.841087933469532345e+01 1.049063239719253033e+02 9.133202708370487244e+01 1.240964129547980832e+02 9.033382859060751002e+01
1.258367747737750335e+02 9.616836936708703831e+01 1.147937795195944091e+02 9.395733422698542370e+01 9.074807230705818029e+01 1.067228193150336324e+02 7.595679177664393933e+01 7.129778463451675918e+01 9.358085141259554973e+01
1.336662737012599962e+02 1.012561845369299647e+02 9.135106805811138031e+01 9.563507038132485150e+01 8.987145316127690364e+01 1.097847486943188784e+02 8.054063719810162070e+01 1.089471241429062616e+02 9.289538739006316348e+01
1.312851370036317746e+02 9.648439416957496917e+01 9.330847485792216389e+01 9.050984352866983329e+01 8.677113182026862148e+01 1.028622148671167054e+02 8.982991900112168082e+01 9.338013386187228093e+01 9.780870078915408783e+01
1.303857211877787847e+02 9.967943296024709809e+01 1.007327569691138365e+02 8.515411729831812693e+01 1.032411426122592104e+02 9.558627439909923851e+01 8.713812603637968834e+01 1.070375753219215937e+02 9.668400018155273301e+01
9.098714581848443572e+01 1.012554596574682506e+02 1.014042140463885886e+02 9.664175979723179921e+01 9.945300373071188460e+01 9.929904737769054179e+01 1.027407503265531830e+02 1.033634424289420366e+02 9.852240176906619240e+01
9.217138380085997085e+01 1.205053409745187309e+02 1.124539421932615539e+02 1.004482352937672403e+02 1.043325487492468397e+02 1.090477799252061288e+02 1.013084667709512559e+02 1.009036291978648876e+02 9.106909747139852129e+01
8.990830787326855500e+01 1.199317044362178706e+02 9.641262073106960884e+01 8.749690169859964328e+01 9.998070487420052643e+01 1.034533160910582126e+02 1.015183670433414989e+02 1.030037231209540920e+02 9.444313137494314958e+01
1.086528486930446604e+02 1.179599448397265746e+02 8.504417646099670947e+01 9.836898255095987054e+01 1.006688217811679777e+02 1.114651436320902320e+02 9.719442731616368292e+01 1.144207109126568014e+02 1.061617439626486430e+02
1.102714724459145117e+02 1.002246714558856127e+02 1.002285756017991218e+02 1.016158982063875555e+02 1.122759145486785854e+02 1.147356535481974618e+02 9.001116582871495098e+01 9.962150637295275146e+01 1.086809156104140328e+02
1.131221084070119645e+02 8.232817978862684072e+01 9.833101786322072257e+01 1.073479123416593950e+02 9.518708994306881266e+01 1.046169625478911342e+02 9.537844681395934288e+01 1.026138180057274383e+02 9.206887554649041761e+01
9.132065260222735503e+01 8.893925422433959227e+01 8.614519676893627320e+01 1.055659610293012349e+02 1.076934220691126143e+02 1.003135099386092151e+02 1.094391766327829316e+02 1.034686377299088065e+02 1.185999663693495165e+02
7.715060709118247928e+01 1.092493227289381963e+02 1.206312528334098886e+02 9.518833289698585531e+01 1.046136358123005721e+02 9.762789293482684627e+01 9.699362631945453472e+01 9.046379558420214551e+01 1.202507795736596705e+02
7.723846191878817535e+01 1.004072097753811761e+02 1.123071933050135272e+02 9.874171048069671031e+01 8.225677737480972951e+01 9.802839524129633730e+01 9.098862978900207565e+01 1.141850010436144771e+02 1.060669600678431550e+02
7.895007584517314569e+01 1.003494791722985866e+02 9.316048249131679881e+01 1.083954040766426203e+02 7.518958777724736819e+01 9.121984073832626905e+01 1.063410331446105488e+02 8.612906587062607855e+01 1.206815321979357520e+02
7.688155858931220621e+01 9.729550789555646872e+01 1.044922779587664650e+02 1.078621865845509546e+02 1.006030886857589621e+02 9.768459785238151483e+01 8.787812072788760531e+01 8.153327954465601124e+01 1.254051041064614509e+02
1.095838697574635034e+02 8.580208425549875528e+01 9.701760957707708144e+01 1.091198085954372061e+02 9.792977287276127640e+01 1.003483627938530844e+02 9.053628558496652090e+01 1.030643458330011129e+02 9.532586442567034624e+01
1.047021785647868057e+02 9.729894377629697999e+01 9.826109359707648139e+01 1.027179608868476350e+02 9.066906742626309779e+01 9.584493240677625181e+01 9.822594271821542122e+01 8.870763092479562317e+01 1.110399020426315815e+02
1.028995961949070477e+02 1.015423678862014754e+02 1.150330624926234435e+02 1.094116430558890158e+02 9.424863609561701594e+01 9.695266100522678698e+01 9.875707723139436212e+01 1.086620397809580965e+02 1.001760726414394895e+02
8.945971729513186688e+01 9.221004654649289023e+01 9.510277724370659769e+01 9.911310758497735662e+01 8.304224365732230240e+01 1.108737810498733438e+02 1.110043437556172279e+02 1.057893925938401196e+02 9.435722041726344855e+01
9.068733918813867945e+01 8.829955885587138198e+01 9.077450109907928777e+01 1.071031217495568342e+02 1.011451044462455116e+02 9.616866651382241571e+01 9.695180902803937784e+01 1.073558704701408715e+02 9.764539610680000692e+01
8.933148239904600985e+01 8.272605811691941824e+01 9.389960539601378287e+01 1.150667624877975044e+02 1.066024644263924301e+02 9.976338307832467933e+01 1.029500323006714666e+02 9.646218256961023485e+01 9.754086528062002515e+01
9.105639357524398747e+01 1.274261518726742395e+02 9.258842314643011662e+01 1.117686784491833265e+02 1.077573544515677497e+02 1.026613882104653328e+02 9.307327822754450608e+01 1.037105451955605986e+02 1.015468493298848074e+02
1.001188626024810162e+02 9.030022935829921948e+01 9.359416781877794733e+01 1.289407633617582292e+02 1.142391860263469994e+02 1.060085538906272973e+02 9.129134128999882591e+01 9.869323763079967193e+01 9.582505111248042340e+01
9.362642021301287798e+01 9.386189251248944743e+01 9.465057397425877639e+01 1.008249409234627763e+02 1.004751094632687511e+02 9.472763975660802771e+01 9.207433711364123496e+01 1.036715367664879892e+02 1.097558570862070155e+02
8.666904758578513679e+01 8.642123610385019106e+01 8.201751876075037728e+01 9.977680296948371108e+01 1.159792031672045454e+02 9.987750929958072277e+01 8.600966064048330395e+01 9.418282685304002655e+01 1.073221912330095478e+02
1.090730673552551480e+02 1.040006288602335189e+02 1.003628898969268164e+02 9.961877132955774528e+01 9.557896578394876030e+01 1.094239294873367498e+02 1.093350206942600948e+02 1.081521650038675944e+02 1.071848659422827126e+02
9.026996673560668683e+01 1.007920753687859445e+02 1.010834687642192193e+02 1.067708513103021772e+02 1.095572717716911484e+02 1.098676834159588651e+02 1.033762472060717386e+02 9.643337674250857106e+01 1.008030725477036782e+02
9.881100643715194565e+01 1.029487850542592327e+02 1.004441164606493260e+02 1.007011335410578852e+02 1.097140710266895525e+02 8.631575806765003733e+01 9.801490103391337527e+01 9.649135950381786131e+01 1.033562611337043080e+02
1.034310193860306697e+02 9.936814253432356736e+01 8.284116472985559199e+01 1.008316961560890093e+02 9.926697094449683334e+01 9.414305180270602591e+01 1.051352317065913837e+02 8.797418875504270375e+01 1.021178023749837962e+02
9.596367709747468666e+01 1.150310002651360293e+02 9.109087333518503726e+01 9.178111374256246791e+01 8.268077491093893627e+01 1.104522783306863687e+02 1.007115328473311422e+02 8.787678183549668631e+01 1.062363747904011859e+02
8.973137311415386819e+01 1.103295145578502741e+02 9.833365402400779942e+01 1.068442283128425743e+02 8.830810906350473033e+01 8.439362617262588628e+01 1.188572406823371921e+02 1.106713302672532393e+02 1.027870542749882077e+02
9.463019222963404786e+01 1.049608843294467846e+02 9.559800594688886122e+01 9.345263679791844424e+01 9.572184301312201171e+01 1.035721464085659136e+02 1.181991353121603510e+02 1.133888321174767810e+02 8.569772259297802464e+01
1.051222631971394321e+02 1.121582886954655010e+02 9.023080378308981153e+01 9.938007781056272449e+01 1.214981534497950690e+02 9.261838738212325950e+01 8.427393313195551627e+01 1.140684317989422993e+02 1.176880535417530211e+02
1.047536535863162612e+02 1.166669891230694560e+02 8.967474862356755239e+01 9.206311176109807093e+01 9.726988478003161731e+01 8.501736024322812568e+01 9.694856288438029424e+01 1.057188258742080649e+02 1.095173844947635473e+02
9.453616488354775527e+01 1.187276251202686126e+02 1.074670704778787780e+02 9.929554769536309777e+01 9.321991060605674306e+01 8.751052284202862097e+01 9.264649718621799934e+01 1.132366554363621276e+02 1.139367422121673314e+02
1.082127673300332020e+02 9.760491984323789438e+01 1.145231830470059009e+02 9.974999898753014804e+01 9.435624014841195617e+01 1.019721409396643850e+02 8.323168342214232496e+01 9.802339455272095847e+01 1.176255070355605028e+02
1.161726974736645559e+02 9.110313219640693205e+01 1.087655649950225296e+02 1.067135425880463657e+02 1.039229242886828217e+02 9.225127501940838215e+01 1.188420390807849003e+02 9.451142189196023935e+01 1.294076339585361950e+02
8.606253192301439014e+01 9.384462222824352295e+01 9.207709840246181443e+01 9.060750343283996244e+01 9.442812482798780138e+01 1.098606341518793954e+02 8.153765329200538758e+01 9.767701807594743002e+01 1.133522965182279023e+02
1.019186797346870890e+02 1.094840650623936966e+02 9.643606115893524589e+01 1.075432615434241654e+02 1.130225547099120718e+02 7.999100640298202336e+01 1.064744158768657627e+02 1.192024352694605369e+02 1.097572388945906283e+02
9.741857449652563616e+01 1.144975390006988221e+02 1.004757036069187848e+02 8.689337432047840082e+01 9.435319876273354112e+01 9.270246280809573136e+01 1.051496763974656261e+02 1.072550325237659194e+02 1.145714732953658057e+02
1.062784555531980288e+02 1.120548576446925750e+02 9.931577998664543827e+01 9.564837023310434461e+01 8.739784250176862201e+01 9.863774268179240323e+01 1.000953465171665187e+02 9.033531845506723812e+01 1.146649560721967163e+02
1.003815579509011400e+02 1.003998598009495140e+02 1.007280770579490081e+02 1.212174490751650922e+02 8.722169761904798690e+01 8.745892583410260102e+01 1.006225740681566236e+02 9.955402691444616892e+01 9.152250061168325601e+01
1.031196492292031905e+02 1.125538234263419213e+02 9.438882970084776503e+01 1.034353760939499409e+02 8.856116693000018358e+01 8.674807664522276696e+01 1.022415629923912803e+02 1.026995346033312444e+02 1.073751020432765415e+02
9.913897057606899921e+01 9.757990014750133412e+01 1.008514134542688510e+02 9.127605652669589631e+01 9.939853659528216667e+01 1.073416883262154329e+02 8.932482728666167304e+01 9.433463486751365679e+01 1.098515341858481520e+02
1.128530506130678077e+02 1.067325899961870164e+02 9.177925139748185757e+01 8.844428317338716283e+01 1.064039497504941636e+02 1.012317380707874435e+02 9.666702354197660441e+01 9.029401397742341828e+01 7.604814653234021193e+01
1.199245968882782734e+02 9.428895517672555115e+01 1.034286563434322375e+02 1.100902324297933603e+02 1.189149687394253476e+02 9.429190026117112211e+01 9.232833464509667465e+01 1.037287694385319128e+02 9.854413204029022211e+01
1.107947362888035485e+02 9.897116494339276471e+01 1.048094644023617690e+02 1.070282032754521708e+02 1.222995794748943297e+02 9.550744275913774572e+01 8.987396715277652959e+01 1.099767396976038043e+02 9.273363379671178564e+01
9.568596678667626065e+01 8.835552961199613264e+01 8.983570279602936637e+01 9.797416046432965686e+01 1.264580450663531508e+02 1.001134466207536917e+02 8.927765952329076526e+01 8.370225760817567107e+01 1.133691956562309144e+02
9.315016492703477979e+01 1.071299076653416478e+02 8.883447835528006920e+01 9.799311829638570259e+01 1.082411227576533861e+02 1.162149159763774975e+02 1.033029750871178294e+02 1.029775598107068930e+02 1.175388311678631226e+02
8.176099577909992888e+01 1.104275424087112896e+02 9.768799190332373428e+01 1.017916867074308414e+02 9.465984331288481712e+01 1.102214947714639521e+02 1.112109297570790147e+02 1.133845346605914983e+02 1.136917203144208344e+02
1.087911765080031898e+02 9.864495462804440251e+01 1.041099463632018143e+02 1.146649918295273523e+02 8.547711219469019284e+01 1.101477915138337096e+02 8.983812415436584331e+01 1.156727265102688023e+02 9.453064296658629928e+01
9.150001479123521619e+01 9.851017301411165761e+01 1.105011079555462175e+02 9.953907818397024698e+01 1.210440326738659564e+02 1.095607213037593510e+02 8.606044863523592880e+01 1.146169185399207038e+02 8.881909605802378849e+01
1.038408506402691245e+02 9.498341380639548959e+01 8.746593444430118325e+01 9.658338798233110367e+01 1.056579401034941554e+02 8.853186253239663017e+01 7.077389039365405665e+01 9.913870866046946162e+01 8.799875278741865259e+01
1.064306607827981423e+02 1.129589169682283796e+02 1.027411996052459529e+02 8.871052829342538359e+01 1.079992957146882020e+02 1.094678109441229026e+02 1.124653639248737136e+02 8.797741553977269291e+01 1.191833900988788173e+02
9.833236639955583769e+01 1.101792020467875517e+02 7.888988883328993040e+01 8.821795068304417953e+01 9.340570966579234380e+01 8.937642137315182822e+01 1.110905229842310149e+02 1.028386779193119196e+02 1.155731155827913881e+02
1.075851130659661976e+02 1.099864828591381638e+02 1.141111050892024252e+02 8.973344751686508403e+01 9.188430908987680823e+01 1.027206558681991027e+02 9.358468323758570762e+01 9.201497804271394898e+01 8.463073353276448074e+01
1.033718734914885289e+02 1.024911867852929959e+02 1.096127644585762226e+02 9.994060839256351869e+01 9.783866698608972001e+01 9.764168319663045281e+01 1.224420671306130401e+02 1.024789305494619640e+02 8.828140713168353670e+01
9.409705281743407568e+01 7.743682844218309924e+01 1.069259053192119069e+02 1.040805885093023022e+02 8.655084790857084442e+01 8.847127743376923092e+01 1.057661468225771557e+02 1.108143715955546895e+02 8.114953208769006210e+01
1.080075810569558143e+02 8.908039519307098431e+01 1.114497372200207650e+02 1.015324447791353322e+02 1.100123959111659815e+02 1.060719039567511430e+02 8.858827905233945899e+01 9.524929876521196093e+01 1.101205746316196610e+02
1.040335214940364068e+02 9.807122796074698101e+01 1.040398820518684175e+02 1.064693471708770858e+02 9.422508745760387683e+01 9.781743453081301709e+01 9.647015379859119832e+01 9.032755320596827175e+01 1.055703733935454522e+02
1.014684136582151268e+02 1.023575133922295777e+02 1.052479437825780337e+02 9.899384392352635587e+01 9.475434441930326557e+01 1.109537200881875663e+02 1.016988940177902094e+02 1.054505823679341177e+02 1.179467038275674042e+02
9.043784121507108864e+01 9.583114322381933903e+01 1.234674167510399059e+02 9.576552904138027600e+01 9.495394058138018067e+01 1.281333394859807981e+02 1.054098528555350640e+02 1.070243297795077950e+02 8.988869938413668592e+01
1.124461792034216501e+02 8.179315520617629431e+01 1.090660872399443519e+02 9.457494049167476646e+01 9.516146456284739941e+01 1.054577209944783078e+02 9.908686688322478631e+01 1.008799792708412895e+02 8.584168581500325956e+01
8.482099008786083516e+01 8.498279296350425227e+01 9.105646575275319776e+01 1.037096405464164377e+02 9.644199960978922093e+01 9.909448842846890670e+01 1.008773249367708615e+02 1.088959924571363871e+02 9.957925872095381692e+01
1.069777333434065554e+02 1.187667393951996360e+02 8.020650256756071883e+01 9.949925811954182109e+01 8.632748061149717955e+01 1.106713685217528678e+02 1.069720526522733905e+02 1.000018123346968082e+02 8.165229513053276378e+01
8.653733057235564274e+01 1.160425226944456369e+02 1.147836746727036399e+02 9.658030277385637419e+01 1.174730461543922218e+02 1.076582044886381198e+02 1.050977020858851034e+02 9.227732047120980496e+01 7.867255295806995719e+01
8.528034356183722764e+01 1.134472516780542577e+02 1.153453374513696161e+02 9.069658934428599650e+01 9.256183679102288409e+01 1.003099753781502983e+02 8.893421028808509732e+01 1.248975981118520480e+02 8.580211791588217807e+01
1.052167295658499881e+02 1.108778309812935703e+02 9.579557592769734242e+01 9.396408962685706001e+01 8.728483592357567034e+01 1.049725109939745096e+02 8.342673946773611249e+01 1.135036432195409191e+02 1.096407643973835206e+02
8.786659116000953418e+01 1.037828806418578154e+02 1.018280247829603127e+02 9.404904209023816009e+01 8.504309610339841186e+01 1.006932093124637220e+02 8.482517471714977830e+01 1.089365177061146426e+02 9.686977334426831021e+01
9.506332573034252675e+01 1.174001424978563506e+02 9.900937388431458430e+01 8.899997422582330842e+01 8.488564366679999296e+01 1.019599835613818044e+02 8.701652412041434559e+01 1.167350263989692110e+02 1.002551415547633979e+02
9.851849440176815165e+01 9.142567356407661805e+01 1.049505550957894258e+02 8.496684904889761469e+01 8.988365881233666244e+01 8.915369111974787586e+01 7.646264055810058835e+01 1.071455220803556614e+02 8.753362498094307398e+01
9.089730579737150151e+01 1.122462823218720303e+02 8.950059501446813215e+01 1.105429620898961502e+02 9.887856441260119311e+01 1.013924496323140545e+02 7.810477103488807415e+01 8.999931474783237206e+01 1.042936661189492327e+02
1.212540506699119476e+02 1.122922370893550692e+02 9.135500978108537140e+01 8.886127751957586440e+01 9.553297116711581793e+01 1.005323114789349148e+02 8.664005188048534478e+01 1.145352069397807639e+02 9.346707397714583010e+01
1.022329182957996920e+02 9.231588991124459653e+01 9.057134820385709872e+01 9.540625055801663734e+01 9.817393133945026307e+01 9.385479883589003691e+01 1.048819492357469016e+02 1.061162646254302757e+02 9.599288201891624794e+01
9.792948443187756880e+01 9.539702196338410545e+01 1.089323192697009119e+02 1.060598014644226765e+02 1.061293391566261448e+02 9.986523468816747595e+01 9.484062070181150261e+01 1.014805449995679396e+02 1.034245427205294163e+02
1.067369671489821030e+02 1.009583906795312345e+02 9.358070541725317071e+01 1.007306653859559020e+02 9.124021241902752877e+01 1.006792374502892642e+02 1.004559896784224975e+02 1.045784135929074523e+02 9.737596263381661288e+01
9.325213388908463230e+01 8.929521496416819559e+01 1.137078496256587528e+02 1.132074890993229133e+02 9.199866391907576713e+01 1.185139689346352441e+02 9.634632769368107574e+01 1.021240744462526919e+02 8.076883292109522472e+01
1.049068786873940837e+02 8.938524264660944141e+01 1.053841627566986290e+02 1.085764542512364699e+02 1.016006148234588977e+02 1.065021241470367954e+02 1.002673172236410579e+02 9.718954136083524986e+01 8.244297894001678628e+01
1.017248461381169307e+02 1.151483822446091381e+02 1.066204195943056305e+02 1.124084644171034597e+02 9.233222393227552516e+01 1.056941211802700025e+02 9.268474056913771619e+01 1.027365393487418430e+02 8.192818888673789957e+01
1.022597645932725783e+02 1.167312695754103515e+02 1.162654506303377957e+02 1.005046181139540664e+02 9.665823002736925673e+01 1.020633603067059880e+02 1.187444164186801032e+02 9.868539023233174134e+01 8.721934669893491332e+01
1.127355692082705616e+02 9.469193670951547404e+01 1.309588891456097883e+02 1.051829448707450041e+02 9.336116357802394816e+01 9.795096987980652159e+01 9.118164939842142758e+01 1.091954635213079712e+02 8.680133507354817368e+01
1.112115418860259979e+02 1.031473526979540054e+02 1.230047609397208817e+02 9.112034658228819239e+01 1.058111207081835516e+02 1.093488203042070666e+02 1.108830416447468963e+02 1.125326714104581072e+02 9.762566286623545864e+01
1.109227210642111743e+02 8.735305760331321778e+01 8.469984398413171789e+01 1.085305830201174899e+02 1.005342818229405708e+02 1.134055475186159754e+02 1.101410349210122348e+02 1.147899280337841219e+02 1.012180437792330281e+02
1.068100622533943067e+02 1.118511391687021330e+02 9.903395415978123140e+01 1.122198598810304304e+02 1.057670537587737556e+02 1.176428751925801350e+02 9.246960423817532160e+01 1.184820058885865279e+02 9.736508546778780726e+01
9.797643551474408241e+01 1.003225312182207603e+02 8.823446189475237134e+01 1.182053750259899800e+02 1.066954352807086934e+02 1.067767537692155031e+02 1.009509514850426086e+02 1.087845938647162285e+02 1.029338280297546078e+02
9.703435768538955131e+01 9.282919474926927705e+01 1.069062689421900956e+02 8.492905873259391569e+01 9.945485300839240494e+01 1.014168692283051740e+02 9.097927076715922112e+01 1.139729998471951404e+02 1.027806140699861430e+02
1.020640744007341425e+02 8.929894177761342178e+01 9.136362911010367327e+01 8.342015205632137054e+01 9.895778294268615127e+01 9.621246632242414876e+01 9.728177225479751655e+01 1.090328993351714644e+02 1.061538371183955576e+02
1.042136242817152549e+02 1.075723554143696532e+02 9.862492591186322954e+01 8.265238541537429739e+01 1.074888094929928002e+02 1.007606415180777759e+02 1.089905188331269983e+02 8.191278846550143555e+01 1.112503879759292289e+02
8.879936680086555612e+01 9.171882144425902084e+01 9.677694132237606084e+01 1.153626572520986997e+02 1.030441904922889194e+02 1.053921909036509561e+02 1.116607314336664416e+02 7.902385311371565990e+01 1.131746802718085831e+02
9.361577103924176413e+01 9.458898778821989595e+01 9.333191315749337491e+01 1.002605296787984770e+02 1.057319160895995367e+02 1.032238746553424988e+02 9.620008640441506031e+01 1.043195032781116964e+02 1.082337433939852360e+02
9.763326182413086940e+01 1.083028689055646225e+02 1.166326556302258410e+02 9.699655055950540827e+01 9.353618599975607140e+01 9.632373303340551729e+01 1.073804627739256574e+02 1.090639992785429939e+02 9.429820389782859991e+01
9.613164003567560201e+01 9.965609014134116705e+01 1.006123085103124595e+02 9.113468118953491626e+01 9.274805714845410876e+01 1.051962243314527541e+02 9.088077338320950105e+01 1.021893637614184200e+02 1.027286632819167806e+02
9.755454118624217585e+01 9.832636863549484474e+01 1.029036917904659134e+02 9.841793539645853173e+01 9.973199227132928968e+01 1.000279980541963596e+02 9.058985665340053117e+01 1.061631518764499873e+02 1.034223627388844591e+02
1.185069570722657062e+02 1.000904992127672983e+02 1.069291969587024766e+02 9.249414742976318848e+01 1.042310806378106207e+02 9.766726677117846123e+01 1.070081117131738182e+02 1.122748491199658787e+02 1.038456214380178722e+02
1.040996138582988237e+02 9.505339332225734950e+01 9.377637512054758417e+01 9.770349248899566419e+01 1.066557328873878276e+02 1.069727709608447697e+02 9.056436268180118532e+01 1.111712830245916734e+02 9.339594891870807203e+01
1.076244022193608743e+02 9.194450750995365240e+01 9.273875153057217346e+01 1.130126918680575727e+02 9.546678872876614719e+01 1.137505809295895745e+02 8.948448351229357911e+01 1.107049892440821850e+02 1.165809074014360220e+02
1.184682630147713667e+02 9.834695649096131831e+01 1.122775579999079412e+02 8.913892662023243929e+01 1.098367867441469627e+02 9.218488173027598975e+01 1.037168646997114365e+02 1.118025282987410947e+02 8.321269993977193735e+01
1.219639944843768120e+02 9.307704644061102783e+01 8.536797195840992458e+01 9.469009366871577527e+01 1.030709353135953705e+02 1.079790618021315822e+02 9.734060965849639047e+01 9.814448206561242216e+01 9.330486489302379027e+01
1.137823579244150949e+02 1.074311213217511352e+02 9.179155417209814516e+01 9.237501531444816294e+01 1.020483594757669437e+02 1.005505257313280651e+02 1.120575707992731793e+02 9.297725839473247333e+01 9.329880018928767527e+01
1.140257506003951846e+02 9.255440937551202296e+01 9.667887971527706270e+01 1.041318730820633647e+02 1.098904716935777657e+02 1.003555576534084963e+02 8.573878868772128214e+01 1.020342114271487048e+02 1.126484659293670347e+02
1.197803851036636900e+02 1.186114390561329657e+02 9.510020898942315171e+01 1.139530504847312926e+02 1.094369902987929208e+02 9.644407618600516230e+01 9.413423557925260354e+01 1.052371878010786759e+02 8.874581870437850739e+01
8.739009625757478261e+01 1.283316018036917683e+02 9.583635692721914268e+01 8.572148762001700106e+01 1.038171849749860627e+02 1.018379179744608507e+02 8.708741466647379070e+01 1.081659434638460624e+02 9.246040039984012537e+01
1.177826274355480507e+02 1.056440415038631642e+02 9.862248286605270664e+01 1.118262620671657714e+02 9.905354235330041490e+01 1.035921289164046897e+02 1.100493834833480093e+02 9.397023022632907896e+01 8.891971942807523988e+01
9.963668359495301274e+01 1.110925331057097480e+02 9.695323416259972760e+01 1.046543324995531634e+02 9.571808167222675934e+01 9.131787457792839291e+01 7.697361247959838693e+01 1.025407423934565969e+02 9.533385810608127997e+01
8.618918356440737227e+01 1.147092420254984688e+02 8.842283320108859357e+01 9.360542978219122290e+01 1.064565749508867185e+02 1.056708234071354298e+02 8.081412129330594496e+01 1.038489048846827103e+02 1.030563658193956513e+02
9.543963351387552052e+01 1.075502444012551990e+02 8.502057589888079292e+01 1.260930941612460856e+02 1.104044942928946398e+02 1.010243302932248639e+02 8.770264944654360306e+01 1.142318906762126005e+02 1.025934923444373226e+02
1.118482986974198212e+02 1.017647232589335999e+02 8.616907369174251130e+01 1.174747843069611264e+02 1.001625781378711793e+02 1.086149816756247048e+02 1.221851814777286052e+02 1.093576699681629520e+02 9.778082975265579080e+01
1.066028509306389935e+02 1.103090897269278230e+02 9.998439003835360950e+01 9.061440146654099692e+01 9.693785317634882404e+01 9.528447982312525255e+01 9.785796726816249702e+01 9.727755607661416093e+01 9.657446581892385495e+01
1.054203555335103033e+02 9.044539781430592029e+01 8.807884009812349291e+01 8.376722557513600975e+01 1.068305696248951051e+02 1.028722663015363423e+02 8.753767539172150691e+01 9.837327220155945895e+01 9.487045667019680195e+01
9.311304681506101133e+01 9.246813741229013317e+01 9.357896403559490750e+01 1.068958452335148195e+02 9.454083954431823145e+01 1.121668886076514440e+02 1.236671799584210873e+02 9.505039588564902431e+01 1.161345006543085958e+02
1.103063048038130205e+02 6.889290980841616374e+01 8.486084759351899720e+01 9.936443712087715596e+01 8.671020796870178060e+01 1.150556972255612038e+02 1.345395325189678033e+02 9.790556467108729066e+01 8.584019459130867347e+01
8.563422575210900334e+01 9.337967499716825159e+01 9.879158623811554207e+01 9.943259770487364335e+01 9.010733296009672699e+01 9.698788310879480434e+01 9.807845029636762035e+01 1.125234385712245171e+02 1.143766811626678646e+02
1.170233669109613857e+02 8.504563920696188006e+01 9.863426774575769684e+01 9.727233455656021022e+01 1.115704233311123517e+02 9.157345554833391077e+01 1.102284054224913774e+02 1.084088798733342145e+02 1.060845514798806164e+02
9.509336332435354677e+01 1.002888714846282880e+02 9.207530215155584585e+01 9.398952799739761588e+01 1.052826923541878728e+02 1.049279407802890205e+02 1.076963984875598044e+02 1.069771998149419119e+02 9.037571901644849959e+01
9.464377757773004873e+01 1.066946600508841811e+02 9.588488049302797833e+01 9.563593593599246390e+01 9.085464798656073526e+01 1.003687949060302458e+02 1.071845623722155807e+02 1.124694658187061975e+02 9.220836019258705107e+01
1.058130649234694545e+02 1.030279617847001106e+02 9.485861930699037714e+01 1.005529299392568134e+02 1.061821316371808877e+02 1.037741051416671780e+02 1.079721602907405043e+02 1.016324713389414569e+02 1.055795626533895586e+02
1.074452987830953816e+02 9.135940640226201026e+01 8.691284556099763847e+01 1.072856384075591336e+02 9.498378812206556177e+01 1.013247344148073381e+02 9.167621110963501962e+01 9.791678408785450927e+01 8.879503987312463664e+01
9.648175665426614955e+01 1.018015985715701106e+02 9.685439722402314544e+01 9.408864650550670206e+01 1.007387558655731254e+02 1.082940127555519751e+02 9.372605621096192863e+01 1.040043268657067017e+02 9.075725580730497200e+01
