log.prior	log.likelihood	log.likelihood.test.set
-8.887428382764315984e+02 0.000000000000000000e+00 -2.076599984365303442e+01
-8.944184877837595877e+02 0.000000000000000000e+00 -2.037095582935791072e+01
-8.983384203008815803e+02 0.000000000000000000e+00 -1.954887337217409993e+01
-9.127169529881068684e+02 0.000000000000000000e+00 -1.941449632592207308e+01
-9.047529505118687894e+02 0.000000000000000000e+00 -1.940847030110607818e+01
-9.071142383652356784e+02 0.000000000000000000e+00 -1.937646690295854057e+01
-9.296479239347883095e+02 0.000000000000000000e+00 -1.999662390410819057e+01
-9.041161554636817073e+02 0.000000000000000000e+00 -2.021959641953488074e+01
-8.929985049633767176e+02 0.000000000000000000e+00 -2.061170556845650026e+01
-8.672939764887521505e+02 0.000000000000000000e+00 -2.042537304321534464e+01
-8.542431537902660921e+02 0.000000000000000000e+00 -2.088134565758603856e+01
-8.564705181261479083e+02 0.000000000000000000e+00 -2.044274823045196854e+01
-8.603516099926087008e+02 0.000000000000000000e+00 -1.977891186135821044e+01
-8.770366752696061212e+02 0.000000000000000000e+00 -1.912384114634465959e+01
-8.675251880325165530e+02 0.000000000000000000e+00 -1.891568331741291331e+01
-8.594243550919256904e+02 0.000000000000000000e+00 -1.907141866214104198e+01
-8.523310633766963065e+02 0.000000000000000000e+00 -1.903133861399113869e+01
-8.288854083211497255e+02 0.000000000000000000e+00 -1.940150149328536600e+01
-8.360680629480438029e+02 0.000000000000000000e+00 -1.949800776827548532e+01
-8.431648659099388396e+02 0.000000000000000000e+00 -1.845759090126269086e+01
-8.287319344003490187e+02 0.000000000000000000e+00 -1.857733425830609519e+01
-7.944914582692617842e+02 0.000000000000000000e+00 -1.816300636862024476e+01
-7.927510356475752360e+02 0.000000000000000000e+00 -1.887296322762705358e+01
-7.988994824249859903e+02 0.000000000000000000e+00 -1.904586421777544558e+01
-7.878998283271050695e+02 0.000000000000000000e+00 -2.004752548180238136e+01
-7.851283346971720221e+02 0.000000000000000000e+00 -1.922955795336071105e+01
-7.858201280602407905e+02 0.000000000000000000e+00 -1.949757508709510034e+01
-8.045182131915847776e+02 0.000000000000000000e+00 -2.009699464633372656e+01
-8.166912725294341726e+02 0.000000000000000000e+00 -1.953802408094432508e+01
-8.163925022227394948e+02 0.000000000000000000e+00 -2.022836159069751716e+01
-8.226429322081439750e+02 0.000000000000000000e+00 -2.047463926416182289e+01
-8.393391837446754380e+02 0.000000000000000000e+00 -2.087969581804847508e+01
-8.483683620604990665e+02 0.000000000000000000e+00 -2.009324255290617600e+01
-8.591427300991630318e+02 0.000000000000000000e+00 -1.941313493986542937e+01
-8.510550738337904022e+02 0.000000000000000000e+00 -1.866598982120730454e+01
-8.535861939829006815e+02 0.000000000000000000e+00 -1.920346454587705409e+01
-8.412036388092386687e+02 0.000000000000000000e+00 -1.944238303751998842e+01
-8.289960035876860047e+02 0.000000000000000000e+00 -1.868804933917363087e+01
-8.350427220825849872e+02 0.000000000000000000e+00 -1.878316017508201696e+01
-8.086082681295582688e+02 0.000000000000000000e+00 -1.812801130800805538e+01
-7.997080648022896412e+02 0.000000000000000000e+00 -1.934369748420914448e+01
-7.704624576559120896e+02 0.000000000000000000e+00 -1.975856178431999410e+01
-7.968317614300151490e+02 0.000000000000000000e+00 -1.986526533366395597e+01
-7.957166301255217604e+02 0.000000000000000000e+00 -2.061555393734484198e+01
-8.010461062445142488e+02 0.000000000000000000e+00 -1.968477700414310050e+01
-8.110853943466855753e+02 0.000000000000000000e+00 -1.995254479891337951e+01
-7.698215484885097339e+02 0.000000000000000000e+00 -1.998264874576342720e+01
-7.795074602102595236e+02 0.000000000000000000e+00 -1.987233114163210246e+01
-7.857233081582561454e+02 0.000000000000000000e+00 -2.065077592136749729e+01
-7.649228569850288295e+02 0.000000000000000000e+00 -2.019273359185115169e+01
-7.902526481234357334e+02 0.000000000000000000e+00 -2.050805501329521974e+01
-7.618107853317478657e+02 0.000000000000000000e+00 -2.060014280974246503e+01
-7.559482223580375830e+02 0.000000000000000000e+00 -1.980043917603359205e+01
-7.267143793729798062e+02 0.000000000000000000e+00 -1.933634769008776289e+01
-7.193914549488731609e+02 0.000000000000000000e+00 -1.941203133210818521e+01
-7.319508970369029157e+02 0.000000000000000000e+00 -1.959745220721875114e+01
-7.522298678751354828e+02 0.000000000000000000e+00 -2.025340167961516613e+01
-7.378192090467483695e+02 0.000000000000000000e+00 -1.985916720849570538e+01
-7.552998654654686561e+02 0.000000000000000000e+00 -1.993369985145683643e+01
-7.756078552226132388e+02 0.000000000000000000e+00 -1.986643152021396475e+01
-7.861463920858637948e+02 0.000000000000000000e+00 -2.017334952072124565e+01
-8.164811574790523991e+02 0.000000000000000000e+00 -2.115157982346491394e+01
-8.187272996433810022e+02 0.000000000000000000e+00 -2.099659882692365898e+01
-7.879103428958214863e+02 0.000000000000000000e+00 -1.995893877858813426e+01
-7.798148985765137695e+02 0.000000000000000000e+00 -2.017006481199180712e+01
-7.965036800734969802e+02 0.000000000000000000e+00 -2.018736606136462797e+01
-8.059000386670727494e+02 0.000000000000000000e+00 -2.081129070359180844e+01
-8.000781579251713538e+02 0.000000000000000000e+00 -2.159193478844215974e+01
-7.919117960036588784e+02 0.000000000000000000e+00 -2.069909144947300206e+01
-7.822496262711377994e+02 0.000000000000000000e+00 -2.048391803054909133e+01
-7.871184627717243529e+02 0.000000000000000000e+00 -1.942758351049019439e+01
-7.980007824058945971e+02 0.000000000000000000e+00 -1.874277135810305595e+01
-8.097252525934972027e+02 0.000000000000000000e+00 -1.781687504850161474e+01
-8.285399391712962824e+02 0.000000000000000000e+00 -1.925322883960879494e+01
-8.474560414577422307e+02 0.000000000000000000e+00 -1.928114585217812760e+01
-8.737576899040407170e+02 0.000000000000000000e+00 -2.013091996391543148e+01
-8.510014003077420739e+02 0.000000000000000000e+00 -2.022374264017686585e+01
-8.430545923267814032e+02 0.000000000000000000e+00 -2.007627825352292916e+01
-8.544315450841595521e+02 0.000000000000000000e+00 -1.999178418865943740e+01
-8.508065557415285411e+02 0.000000000000000000e+00 -2.016772872896889623e+01
-8.433472750434115142e+02 0.000000000000000000e+00 -2.012872746908266208e+01
-8.479030957298898556e+02 0.000000000000000000e+00 -2.063509986160057963e+01
-8.173725187741985110e+02 0.000000000000000000e+00 -2.012556108854036552e+01
-8.336124803818410101e+02 0.000000000000000000e+00 -1.964028525499729483e+01
-8.456079631933525889e+02 0.000000000000000000e+00 -1.886926566460874710e+01
-8.458907300330029102e+02 0.000000000000000000e+00 -1.889867462134226628e+01
-8.328358162785914374e+02 0.000000000000000000e+00 -1.942637745009727723e+01
-8.456128515678299209e+02 0.000000000000000000e+00 -1.933655774537126604e+01
-8.171362739480694017e+02 0.000000000000000000e+00 -2.026289329119573779e+01
-8.243752279057300711e+02 0.000000000000000000e+00 -1.949942996299358811e+01
-8.304904858330803563e+02 0.000000000000000000e+00 -2.053429941715543805e+01
-8.229513494632637958e+02 0.000000000000000000e+00 -2.019359168397861026e+01
-8.230153754873600747e+02 0.000000000000000000e+00 -2.114224421636269824e+01
-8.152061525831004474e+02 0.000000000000000000e+00 -2.114079142946033585e+01
-8.181364142862800009e+02 0.000000000000000000e+00 -2.044301195096207380e+01
-8.243312869782671441e+02 0.000000000000000000e+00 -1.952015276203653116e+01
-8.070506119396650320e+02 0.000000000000000000e+00 -2.006189439122159968e+01
-8.230313969222352171e+02 0.000000000000000000e+00 -2.075822853303327520e+01
-8.215984467860249651e+02 0.000000000000000000e+00 -2.067952035928874466e+01
-8.119188795536064163e+02 0.000000000000000000e+00 -2.094626906437777336e+01
-8.084063701389454764e+02 0.000000000000000000e+00 -2.118761544876238645e+01
-8.013533190634221910e+02 0.000000000000000000e+00 -2.210812004310393775e+01
-7.922273210194424564e+02 0.000000000000000000e+00 -1.931065971394632186e+01
-8.005813937872837869e+02 0.000000000000000000e+00 -1.846881411711987653e+01
-7.885344192538398147e+02 0.000000000000000000e+00 -1.872902935795802648e+01
-7.838552943578520171e+02 0.000000000000000000e+00 -1.849969335516021829e+01
-8.148623246343047413e+02 0.000000000000000000e+00 -1.887320711210054469e+01
-8.059369628538772758e+02 0.000000000000000000e+00 -2.005219507381762867e+01
-7.868032460358610933e+02 0.000000000000000000e+00 -1.954009335386378154e+01
-8.111578829621948898e+02 0.000000000000000000e+00 -1.847686094734086737e+01
-8.123194794660099660e+02 0.000000000000000000e+00 -1.856409626839752036e+01
-7.897815963944938176e+02 0.000000000000000000e+00 -1.897197067344654897e+01
-8.079736998929095080e+02 0.000000000000000000e+00 -1.845039698560793795e+01
-8.301556131212894343e+02 0.000000000000000000e+00 -1.831275563006502693e+01
-8.195455158819456756e+02 0.000000000000000000e+00 -1.982417083395795032e+01
-8.185292129912841119e+02 0.000000000000000000e+00 -2.033427399224829912e+01
-8.250030740523974373e+02 0.000000000000000000e+00 -2.027338239814280030e+01
-8.226320524040686450e+02 0.000000000000000000e+00 -2.016995686710831137e+01
-8.283982849487092608e+02 0.000000000000000000e+00 -2.133582467236823277e+01
-8.253456080129546990e+02 0.000000000000000000e+00 -1.986479438961517019e+01
-8.380287572951065158e+02 0.000000000000000000e+00 -1.958015711732736008e+01
-8.367536860419265849e+02 0.000000000000000000e+00 -1.968173831359942483e+01
-8.368770152740605681e+02 0.000000000000000000e+00 -1.917273204548096999e+01
-8.356724100912955464e+02 0.000000000000000000e+00 -1.893601552458602555e+01
-8.615153395501256455e+02 0.000000000000000000e+00 -1.989682523190846553e+01
-8.642272610845652707e+02 0.000000000000000000e+00 -1.964609336349825242e+01
-8.516067960814708613e+02 0.000000000000000000e+00 -1.995784337837736189e+01
-8.591510789501671752e+02 0.000000000000000000e+00 -1.994821787686740322e+01
-8.494932760161661918e+02 0.000000000000000000e+00 -1.960410302712729447e+01
-8.367475730506218952e+02 0.000000000000000000e+00 -2.100823639571159163e+01
-8.018382421762287322e+02 0.000000000000000000e+00 -2.086702931128316152e+01
-7.692759453557255256e+02 0.000000000000000000e+00 -2.076002693975917168e+01
-7.797480151659640342e+02 0.000000000000000000e+00 -2.030238203620109516e+01
-8.126778428272752990e+02 0.000000000000000000e+00 -2.039140295892498500e+01
-8.273081770627848073e+02 0.000000000000000000e+00 -1.891146935085116354e+01
-8.310588684018903223e+02 0.000000000000000000e+00 -1.824760584068287983e+01
-8.458680113944740242e+02 0.000000000000000000e+00 -1.894087238605531809e+01
-8.296663552688535219e+02 0.000000000000000000e+00 -1.803966922718285559e+01
-8.336886200305686998e+02 0.000000000000000000e+00 -2.002800982851215394e+01
-8.557707228930198653e+02 0.000000000000000000e+00 -1.959440221454676134e+01
-8.298840462312734871e+02 0.000000000000000000e+00 -1.899239718611775629e+01
-8.309394218313132114e+02 0.000000000000000000e+00 -1.794590672563623457e+01
-8.334720095079088651e+02 0.000000000000000000e+00 -1.873080784987274683e+01
-8.264320969415186937e+02 0.000000000000000000e+00 -1.808397456466059339e+01
-8.357353884169849607e+02 0.000000000000000000e+00 -1.769444354001500130e+01
-8.239408004393919782e+02 0.000000000000000000e+00 -1.789132382765913576e+01
-8.185251841617306354e+02 0.000000000000000000e+00 -1.797981287017188379e+01
-8.368696660372448832e+02 0.000000000000000000e+00 -1.832219717873621789e+01
-8.349381355125676691e+02 0.000000000000000000e+00 -1.902856066820233139e+01
-8.292296682486050940e+02 0.000000000000000000e+00 -1.947446290774244915e+01
-8.461535402726220809e+02 0.000000000000000000e+00 -2.052252335932813310e+01
-8.344495482276315670e+02 0.000000000000000000e+00 -2.031526874886334610e+01
-8.632003471886280295e+02 0.000000000000000000e+00 -1.980931641999467274e+01
-8.706841356742345397e+02 0.000000000000000000e+00 -1.978465478517040310e+01
-9.006718004908983630e+02 0.000000000000000000e+00 -1.899804074602776893e+01
-8.846870268391799073e+02 0.000000000000000000e+00 -1.896279930480764619e+01
-8.795757758417786363e+02 0.000000000000000000e+00 -1.868206152939011133e+01
-8.862008214397317261e+02 0.000000000000000000e+00 -1.893028757392673356e+01
-8.777247200424335460e+02 0.000000000000000000e+00 -1.919579942414095797e+01
-8.264332739496542217e+02 0.000000000000000000e+00 -2.082964914609685536e+01
-8.337831703284664400e+02 0.000000000000000000e+00 -2.024481033632962124e+01
-8.266425891671669888e+02 0.000000000000000000e+00 -2.017313707437136827e+01
-8.441989907206955195e+02 0.000000000000000000e+00 -2.024284981193821409e+01
-8.490336414060711832e+02 0.000000000000000000e+00 -2.083067260863531089e+01
-8.685190361374559416e+02 0.000000000000000000e+00 -2.041080998408443747e+01
-8.624343864122366767e+02 0.000000000000000000e+00 -2.012717631522836825e+01
-8.847270272847628121e+02 0.000000000000000000e+00 -2.011846272718054252e+01
-8.904286700405209558e+02 0.000000000000000000e+00 -1.934289037988328630e+01
-8.794261619942679999e+02 0.000000000000000000e+00 -1.988784141098177827e+01
-8.651320768620075796e+02 0.000000000000000000e+00 -2.107719061034367769e+01
-8.714622270995832878e+02 0.000000000000000000e+00 -1.996454906931232642e+01
-8.604617049322187086e+02 0.000000000000000000e+00 -1.861496875594785649e+01
-8.710860218593696800e+02 0.000000000000000000e+00 -2.073867819023338654e+01
-8.501143349819907371e+02 0.000000000000000000e+00 -2.021088019101439670e+01
-8.650098584006441342e+02 0.000000000000000000e+00 -2.060391488644519598e+01
-8.471220035776786972e+02 0.000000000000000000e+00 -2.110414719909641690e+01
-8.149334495118462200e+02 0.000000000000000000e+00 -2.029388657275507057e+01
-8.118985394561505018e+02 0.000000000000000000e+00 -1.939533178908735067e+01
-8.183396697901450807e+02 0.000000000000000000e+00 -1.779129319932273745e+01
-8.393817124611820191e+02 0.000000000000000000e+00 -1.817024617023108135e+01
-8.346232182397084216e+02 0.000000000000000000e+00 -1.857838039715069556e+01
-8.312258661767232297e+02 0.000000000000000000e+00 -1.872099325154592009e+01
-8.375780149369129504e+02 0.000000000000000000e+00 -1.833026748122937022e+01
-8.301864951881461820e+02 0.000000000000000000e+00 -1.891040094332100807e+01
-8.467899668694371940e+02 0.000000000000000000e+00 -1.970724984198072605e+01
-8.379634213495933182e+02 0.000000000000000000e+00 -1.857632125149187630e+01
-8.452206884401769003e+02 0.000000000000000000e+00 -1.880196012888576718e+01
-8.649595289008860846e+02 0.000000000000000000e+00 -1.883340155246976622e+01
-8.769729719255325335e+02 0.000000000000000000e+00 -1.904773652435038400e+01
-8.837214348909981254e+02 0.000000000000000000e+00 -1.801746562089580550e+01
-8.928132916507038317e+02 0.000000000000000000e+00 -1.764849459196776138e+01
-8.922971786354867163e+02 0.000000000000000000e+00 -1.867309416342176576e+01
-8.934509791779169063e+02 0.000000000000000000e+00 -1.890411058738415306e+01
-8.883525195434228863e+02 0.000000000000000000e+00 -1.848688573702128224e+01
-9.177752251164050676e+02 0.000000000000000000e+00 -1.669230506218944754e+01
-9.348952423504536000e+02 0.000000000000000000e+00 -1.808105878256579047e+01
-9.329831488697345776e+02 0.000000000000000000e+00 -1.756491389108329315e+01
-9.250800982149603442e+02 0.000000000000000000e+00 -1.831993784585337437e+01
-9.040292440125438134e+02 0.000000000000000000e+00 -1.834205857592471034e+01
-9.275836380602917188e+02 0.000000000000000000e+00 -1.689158045512591855e+01
-9.297284939443409257e+02 0.000000000000000000e+00 -1.762266465293629381e+01
-9.436691573712621448e+02 0.000000000000000000e+00 -1.788381109811346903e+01
-9.263033521345453210e+02 0.000000000000000000e+00 -1.775636053202450171e+01
-9.064316447445942231e+02 0.000000000000000000e+00 -1.817009674700337030e+01
-9.148082035875763722e+02 0.000000000000000000e+00 -1.719065652496634300e+01
-9.171313315610407244e+02 0.000000000000000000e+00 -1.696339179300562705e+01
-9.105390881221256905e+02 0.000000000000000000e+00 -1.820687010099264569e+01
-9.252793644157067092e+02 0.000000000000000000e+00 -1.887434686872872192e+01
-8.903452259126565878e+02 0.000000000000000000e+00 -1.953864294828339609e+01
-8.938717800130507385e+02 0.000000000000000000e+00 -2.001129135557985705e+01
-8.629396873116821780e+02 0.000000000000000000e+00 -2.037406880002284026e+01
-8.810738751859174727e+02 0.000000000000000000e+00 -2.005061719671250842e+01
-8.882951072517166722e+02 0.000000000000000000e+00 -1.883699619670356640e+01
-8.648471378962215113e+02 0.000000000000000000e+00 -1.902164263071649941e+01
-8.703789099662543549e+02 0.000000000000000000e+00 -1.766031200219609332e+01
-8.831545790444863542e+02 0.000000000000000000e+00 -1.746984491258841388e+01
-9.161194647272182010e+02 0.000000000000000000e+00 -1.769582517249595810e+01
-9.220181847862717177e+02 0.000000000000000000e+00 -1.698089959046052400e+01
-9.156828273715111663e+02 0.000000000000000000e+00 -1.724318807329571257e+01
-9.076976336406371502e+02 0.000000000000000000e+00 -1.767672068430302090e+01
-9.199697925228837221e+02 0.000000000000000000e+00 -1.845447113265900896e+01
-8.911068684639416233e+02 0.000000000000000000e+00 -1.810011794598212020e+01
-8.649999764124230524e+02 0.000000000000000000e+00 -1.822737123204682064e+01
-8.613772639273609002e+02 0.000000000000000000e+00 -1.878519773048834907e+01
-8.452277021557069929e+02 0.000000000000000000e+00 -1.861161817534990348e+01
-8.500358602298961159e+02 0.000000000000000000e+00 -1.983067043209396729e+01
-8.435275596568196761e+02 0.000000000000000000e+00 -1.953541520369692819e+01
-8.445888747462677202e+02 0.000000000000000000e+00 -1.924780968930885194e+01
-8.701633296559084556e+02 0.000000000000000000e+00 -1.968219047344368278e+01
-8.382152143803537001e+02 0.000000000000000000e+00 -1.966572420536392940e+01
-8.634921081828938441e+02 0.000000000000000000e+00 -1.915465961422488306e+01
-8.765643792674022734e+02 0.000000000000000000e+00 -1.955201670808753533e+01
-8.717233194532977905e+02 0.000000000000000000e+00 -1.979789488126498043e+01
-8.391663506035697537e+02 0.000000000000000000e+00 -2.027951404734777441e+01
-8.542969187034185552e+02 0.000000000000000000e+00 -2.043262302214593262e+01
-8.603540543356245962e+02 0.000000000000000000e+00 -1.953367555735620442e+01
-8.770968207562975749e+02 0.000000000000000000e+00 -2.034032664636436039e+01
-8.712876543429736103e+02 0.000000000000000000e+00 -1.941363703251867889e+01
-8.872747087884134771e+02 0.000000000000000000e+00 -1.980016079314492572e+01
-8.770124005556552902e+02 0.000000000000000000e+00 -1.980962635345717615e+01
-8.834316875217907636e+02 0.000000000000000000e+00 -1.970851877861542789e+01
-8.734630068925301885e+02 0.000000000000000000e+00 -1.966552174440640499e+01
-8.743773449295954379e+02 0.000000000000000000e+00 -1.945999444135199496e+01
-8.727485994485772380e+02 0.000000000000000000e+00 -1.989213596714282062e+01
-8.686218282072190959e+02 0.000000000000000000e+00 -1.964119765411687979e+01
-8.780340283409649373e+02 0.000000000000000000e+00 -1.891102623502396796e+01
-8.731457020621776337e+02 0.000000000000000000e+00 -1.889013543998321154e+01
-8.817187158733872820e+02 0.000000000000000000e+00 -1.809198856632737318e+01
-8.856710202714318712e+02 0.000000000000000000e+00 -1.884099845476215762e+01
-9.120993026056380586e+02 0.000000000000000000e+00 -1.912157464574517007e+01
-9.177264008436480935e+02 0.000000000000000000e+00 -2.037761681298857752e+01
-8.990747254251870118e+02 0.000000000000000000e+00 -2.112031716924083469e+01
-8.887684364785193338e+02 0.000000000000000000e+00 -2.059863882821663594e+01
-9.016043051581877990e+02 0.000000000000000000e+00 -2.062417494011542374e+01
-9.064037428206363529e+02 0.000000000000000000e+00 -2.122107694449633186e+01
-9.046633416709062203e+02 0.000000000000000000e+00 -2.071274187731813754e+01
-8.987250810714151612e+02 0.000000000000000000e+00 -1.995263767022434820e+01
-8.948034237281123069e+02 0.000000000000000000e+00 -1.914026739773692043e+01
-8.990078147217334390e+02 0.000000000000000000e+00 -1.954920830693981770e+01
-8.900057631072054392e+02 0.000000000000000000e+00 -1.906134575662996156e+01
-8.836792970003216396e+02 0.000000000000000000e+00 -2.004991684588307521e+01
-8.853660506960011389e+02 0.000000000000000000e+00 -1.963819380673618298e+01
-8.835194848795467806e+02 0.000000000000000000e+00 -1.964216708182397042e+01
-8.955658279965807651e+02 0.000000000000000000e+00 -1.930240424554402523e+01
-8.837614761478160972e+02 0.000000000000000000e+00 -1.902991217527969070e+01
-8.808633730949395613e+02 0.000000000000000000e+00 -1.894775833146751154e+01
-8.905796954349337966e+02 0.000000000000000000e+00 -1.922216978316437519e+01
-8.683610244741871611e+02 0.000000000000000000e+00 -1.901305893391635493e+01
-8.722603457017493156e+02 0.000000000000000000e+00 -1.944340616142673639e+01
-8.657071640508702330e+02 0.000000000000000000e+00 -1.977529336700537499e+01
-8.720674676078017455e+02 0.000000000000000000e+00 -2.027765044851864218e+01
-8.610010498600577193e+02 0.000000000000000000e+00 -1.912770248885583158e+01
-8.560931989616265128e+02 0.000000000000000000e+00 -1.929945049352281217e+01
-8.516013066410265537e+02 0.000000000000000000e+00 -1.934424031580783776e+01
-8.364991121688191242e+02 0.000000000000000000e+00 -1.899822746291839337e+01
-8.450884651099840994e+02 0.000000000000000000e+00 -1.980051626412928556e+01
-8.590516379771606807e+02 0.000000000000000000e+00 -1.995098424572266538e+01
-8.957740082910916044e+02 0.000000000000000000e+00 -1.982887296364330609e+01
-8.855311958873096501e+02 0.000000000000000000e+00 -2.009345799999702820e+01
-9.086306110476190270e+02 0.000000000000000000e+00 -1.880100567993690674e+01
-9.009848148913586101e+02 0.000000000000000000e+00 -2.027792399728323858e+01
-8.822792188444514068e+02 0.000000000000000000e+00 -2.011756883297650234e+01
-8.944606890351583388e+02 0.000000000000000000e+00 -2.068218121848981639e+01
-9.138535201034136435e+02 0.000000000000000000e+00 -2.053277076327546524e+01
-9.025181016683814050e+02 0.000000000000000000e+00 -1.935401310557737986e+01
-9.020643755833166324e+02 0.000000000000000000e+00 -1.944505677505817687e+01
-9.050152735601429868e+02 0.000000000000000000e+00 -1.846215863595470807e+01
-9.162488935638024259e+02 0.000000000000000000e+00 -1.865036922072407322e+01
-9.177238955604452713e+02 0.000000000000000000e+00 -1.813068103088512828e+01
-9.217154476657879059e+02 0.000000000000000000e+00 -1.862654228670298551e+01
-9.098461545753946211e+02 0.000000000000000000e+00 -1.794003431141871374e+01
-8.911513165434072334e+02 0.000000000000000000e+00 -1.925724903929241805e+01
-8.924796595742666341e+02 0.000000000000000000e+00 -1.936757429772677597e+01
-8.854645156989735142e+02 0.000000000000000000e+00 -1.927697727470085454e+01
-8.704259779507407302e+02 0.000000000000000000e+00 -1.843310331856359596e+01
-8.888571376984560857e+02 0.000000000000000000e+00 -1.918263041652582501e+01
-9.057664442765556032e+02 0.000000000000000000e+00 -1.857030480939540951e+01
-9.239094394836697575e+02 0.000000000000000000e+00 -1.875049220535659344e+01
-9.407315908123867985e+02 0.000000000000000000e+00 -1.932546842986005231e+01
-9.254154007582533268e+02 0.000000000000000000e+00 -1.919238309944685739e+01
-9.007201689170436794e+02 0.000000000000000000e+00 -2.091093495857219864e+01
-9.000193658754916441e+02 0.000000000000000000e+00 -1.996834022982075396e+01
-9.084087366848857528e+02 0.000000000000000000e+00 -1.943478811323578270e+01
-9.214368320425943466e+02 0.000000000000000000e+00 -1.940567929044328821e+01
-9.449969803562285051e+02 0.000000000000000000e+00 -1.961498600247371371e+01
-9.444772837748752181e+02 0.000000000000000000e+00 -2.054088837233383913e+01
-9.400563921436518058e+02 0.000000000000000000e+00 -1.934881799143616377e+01
-9.056417834450726332e+02 0.000000000000000000e+00 -1.909770128863081595e+01
-9.079477014717781458e+02 0.000000000000000000e+00 -1.915985046261371849e+01
-8.917902166779026629e+02 0.000000000000000000e+00 -1.924376683546323363e+01
-8.761373951877834543e+02 0.000000000000000000e+00 -1.913443620208863649e+01
-8.845091244226902063e+02 0.000000000000000000e+00 -1.927783281046579589e+01
-9.054299470479260208e+02 0.000000000000000000e+00 -1.956432535416698215e+01
-9.243209109447136598e+02 0.000000000000000000e+00 -1.838290363999195165e+01
-9.302992728542125178e+02 0.000000000000000000e+00 -1.831990980803261948e+01
-9.558136936050218537e+02 0.000000000000000000e+00 -1.865698684930509899e+01
-9.680597459448895279e+02 0.000000000000000000e+00 -1.969899624192771626e+01
-9.520265152782933455e+02 0.000000000000000000e+00 -1.882441678015757702e+01
-9.520261147427285096e+02 0.000000000000000000e+00 -1.875346178687584597e+01
-9.521455615364070582e+02 0.000000000000000000e+00 -1.864871533583104224e+01
-9.340080149328376820e+02 0.000000000000000000e+00 -1.805207389087256331e+01
-9.454135444920399323e+02 0.000000000000000000e+00 -1.758887637184231778e+01
-9.471784206372803965e+02 0.000000000000000000e+00 -1.736682494435662250e+01
-9.381965456140754895e+02 0.000000000000000000e+00 -1.788417749251840405e+01
-9.519733454251643252e+02 0.000000000000000000e+00 -1.727865899869577504e+01
-9.503704152352578376e+02 0.000000000000000000e+00 -1.760774987416101567e+01
-9.473699031726521298e+02 0.000000000000000000e+00 -1.819210089742701086e+01
-9.375258382240569972e+02 0.000000000000000000e+00 -1.791195223847552143e+01
-9.214508721064042902e+02 0.000000000000000000e+00 -1.868948847767856591e+01
-9.154646294102740285e+02 0.000000000000000000e+00 -1.911084799870781126e+01
-9.143419430005037611e+02 0.000000000000000000e+00 -1.968769775229385743e+01
-9.246821349025788095e+02 0.000000000000000000e+00 -1.824163491021498373e+01
-9.551948714739481829e+02 0.000000000000000000e+00 -1.907434816242665931e+01
-9.623947985502170468e+02 0.000000000000000000e+00 -1.996630067923631202e+01
-9.441131486134254374e+02 0.000000000000000000e+00 -1.909018796618330782e+01
-9.293548302854760550e+02 0.000000000000000000e+00 -1.915987697154325531e+01
-9.389215052161614494e+02 0.000000000000000000e+00 -1.908605082261131258e+01
-9.361301066113408069e+02 0.000000000000000000e+00 -1.924484323239673245e+01
-9.278131959537988678e+02 0.000000000000000000e+00 -1.883585054727076624e+01
-9.252644522238233549e+02 0.000000000000000000e+00 -1.915327809750313293e+01
-9.144062876481344802e+02 0.000000000000000000e+00 -1.923129408591906042e+01
-9.401014569358416111e+02 0.000000000000000000e+00 -1.884996233241039931e+01
-9.116828513489895158e+02 0.000000000000000000e+00 -1.886710037207916457e+01
-9.420947285232666673e+02 0.000000000000000000e+00 -1.885169332021995103e+01
-9.370018603776690043e+02 0.000000000000000000e+00 -1.867553498028379977e+01
-9.387112377724091630e+02 0.000000000000000000e+00 -1.925041489994183053e+01
-9.319280786049952212e+02 0.000000000000000000e+00 -1.945595061687431837e+01
-9.528629858735741891e+02 0.000000000000000000e+00 -1.896025142227790639e+01
-9.639357220152252239e+02 0.000000000000000000e+00 -1.831526555755591801e+01
-9.649358183126189488e+02 0.000000000000000000e+00 -1.831117668089930817e+01
-9.576718915993046721e+02 0.000000000000000000e+00 -1.900683598682759623e+01
-9.899029340119095650e+02 0.000000000000000000e+00 -1.907193721026709454e+01
-9.764697375959688088e+02 0.000000000000000000e+00 -1.852912469421328012e+01
-9.610959428642713647e+02 0.000000000000000000e+00 -1.973634374194179486e+01
-9.452133943964233822e+02 0.000000000000000000e+00 -1.978400089926404348e+01
-9.509681595719898723e+02 0.000000000000000000e+00 -1.899600125903023695e+01
-9.390183980181535617e+02 0.000000000000000000e+00 -1.990883066563101522e+01
-9.358596978799062072e+02 0.000000000000000000e+00 -1.929083812174047807e+01
-9.648343706754754976e+02 0.000000000000000000e+00 -1.924253049185665532e+01
-9.495915950153980702e+02 0.000000000000000000e+00 -1.841528753958286302e+01
-9.292815646550516249e+02 0.000000000000000000e+00 -1.876407184041664777e+01
-9.317359323690163819e+02 0.000000000000000000e+00 -1.760358142342390408e+01
-9.294859269796522767e+02 0.000000000000000000e+00 -1.820642392745173765e+01
-9.112527562737113840e+02 0.000000000000000000e+00 -1.778905629347279671e+01
-9.118923051008971470e+02 0.000000000000000000e+00 -1.753054786860360537e+01
-9.231156342295741979e+02 0.000000000000000000e+00 -2.023977126240257007e+01
-9.149038190510293589e+02 0.000000000000000000e+00 -1.961969742645710824e+01
