log.prior	log.likelihood	log.likelihood.test.set
-8.969187414481531277e+02 0.000000000000000000e+00 -1.936726498102274263e+01
-8.869203444429543879e+02 0.000000000000000000e+00 -1.916011731388164208e+01
-9.397224248563755964e+02 0.000000000000000000e+00 -1.940535382978825396e+01
-9.336149509043798389e+02 0.000000000000000000e+00 -1.911936143457715787e+01
-9.434343879536369286e+02 0.000000000000000000e+00 -1.936639124259841083e+01
-9.372930195083908984e+02 0.000000000000000000e+00 -1.917712222753601736e+01
-9.669594998076595402e+02 0.000000000000000000e+00 -1.735107558959217045e+01
-9.584424120835529948e+02 0.000000000000000000e+00 -1.936682860195088551e+01
-9.617799817318949636e+02 0.000000000000000000e+00 -1.767681202875732538e+01
-9.693328721035919671e+02 0.000000000000000000e+00 -1.797354497473008905e+01
-9.692351674084870865e+02 0.000000000000000000e+00 -1.857587036100487410e+01
-9.722575959688767853e+02 0.000000000000000000e+00 -1.822835493824825903e+01
-9.818983018548165091e+02 0.000000000000000000e+00 -1.819514589568225915e+01
-9.863792947682048862e+02 0.000000000000000000e+00 -1.606467774506286617e+01
-9.785621926292240005e+02 0.000000000000000000e+00 -1.694947705960842654e+01
-9.801218016698508109e+02 0.000000000000000000e+00 -1.661279599315032840e+01
-9.950639347375390571e+02 0.000000000000000000e+00 -1.638578618532926612e+01
-9.875897190374370211e+02 0.000000000000000000e+00 -1.636455303126196270e+01
-9.974361541951454910e+02 0.000000000000000000e+00 -1.689960938692335901e+01
-9.972554799966947030e+02 0.000000000000000000e+00 -1.644122840900125482e+01
-9.660265341014982141e+02 0.000000000000000000e+00 -1.667496755927646745e+01
-9.516047223634324155e+02 0.000000000000000000e+00 -1.681277055502725659e+01
-9.652208190532994649e+02 0.000000000000000000e+00 -1.699233580180705871e+01
-9.662996199888634692e+02 0.000000000000000000e+00 -1.675651763438006014e+01
-9.587552324653497635e+02 0.000000000000000000e+00 -1.661668706716032773e+01
-9.418032399869516667e+02 0.000000000000000000e+00 -1.711755115855129361e+01
-9.594260910718384139e+02 0.000000000000000000e+00 -1.712493843422264206e+01
-9.437768288520419446e+02 0.000000000000000000e+00 -1.573868053347912621e+01
-9.327453618905556141e+02 0.000000000000000000e+00 -1.646671149468453166e+01
-9.113348084528283835e+02 0.000000000000000000e+00 -1.753553397749915632e+01
-9.144243420422824329e+02 0.000000000000000000e+00 -1.792128332007668234e+01
-9.243371029244312922e+02 0.000000000000000000e+00 -2.009746623514085684e+01
-8.966988098025111640e+02 0.000000000000000000e+00 -1.963397461943377209e+01
-8.737349834812819154e+02 0.000000000000000000e+00 -2.036627253179584329e+01
-8.714812644046141941e+02 0.000000000000000000e+00 -1.947866986324287097e+01
-8.653228719488051865e+02 0.000000000000000000e+00 -1.823930182038498060e+01
-8.882737456131469571e+02 0.000000000000000000e+00 -1.877994019681281657e+01
-8.983294290363282926e+02 0.000000000000000000e+00 -1.944725010472134841e+01
-9.133998488361014552e+02 0.000000000000000000e+00 -2.083651997527535116e+01
-9.182911455297542034e+02 0.000000000000000000e+00 -2.033384911660277794e+01
-9.066996510690821651e+02 0.000000000000000000e+00 -2.087368105802163143e+01
-8.887491227289774542e+02 0.000000000000000000e+00 -1.981562088596275828e+01
-8.933293692520052218e+02 0.000000000000000000e+00 -2.017344633561103251e+01
-9.011797619828151937e+02 0.000000000000000000e+00 -1.969989985689207401e+01
-8.982138716843464863e+02 0.000000000000000000e+00 -1.962867170000552619e+01
-9.155006236005528990e+02 0.000000000000000000e+00 -2.078263599790160754e+01
-9.140997410994964412e+02 0.000000000000000000e+00 -2.113319579003227489e+01
-9.274743011656660201e+02 0.000000000000000000e+00 -2.090484795335392221e+01
-9.007328949467344046e+02 0.000000000000000000e+00 -2.085184146233218883e+01
-9.269050912609268380e+02 0.000000000000000000e+00 -2.092848415714294674e+01
-8.829395818517323278e+02 0.000000000000000000e+00 -1.976483310826179718e+01
-8.727784827686170956e+02 0.000000000000000000e+00 -1.978883435071304575e+01
-8.631354899757404837e+02 0.000000000000000000e+00 -2.013227905914661164e+01
-8.480494646257121758e+02 0.000000000000000000e+00 -1.994006645292866153e+01
-8.305967422388939667e+02 0.000000000000000000e+00 -2.031598317565048717e+01
-8.187325268574192023e+02 0.000000000000000000e+00 -1.852480216443699135e+01
-8.291858845569238383e+02 0.000000000000000000e+00 -1.880474697053725208e+01
-8.232153780703970369e+02 0.000000000000000000e+00 -1.947088787023589873e+01
-8.294481308759168314e+02 0.000000000000000000e+00 -1.803477393668319451e+01
-8.475338167994477772e+02 0.000000000000000000e+00 -1.906541729440242250e+01
-8.598306742429224414e+02 0.000000000000000000e+00 -1.786655948026884744e+01
-8.465466608032987779e+02 0.000000000000000000e+00 -1.845290084522007135e+01
-8.434697558622332281e+02 0.000000000000000000e+00 -1.674946141710452707e+01
-8.467966534751305971e+02 0.000000000000000000e+00 -1.915512741073784753e+01
-8.414621528923119058e+02 0.000000000000000000e+00 -1.945921001331730338e+01
-8.338372356577372102e+02 0.000000000000000000e+00 -1.867888298112256962e+01
-8.390472335532324450e+02 0.000000000000000000e+00 -1.862618194845974529e+01
-8.412526612154579198e+02 0.000000000000000000e+00 -1.990062146725477987e+01
-8.244070950975367396e+02 0.000000000000000000e+00 -2.110175542466208753e+01
-8.485303841452943061e+02 0.000000000000000000e+00 -2.058098472992267602e+01
-8.300539025644845879e+02 0.000000000000000000e+00 -2.027469025214629994e+01
-8.651114201328555282e+02 0.000000000000000000e+00 -1.974873612469784234e+01
-8.602449978506897423e+02 0.000000000000000000e+00 -1.902186191103973556e+01
-8.776879549599464099e+02 0.000000000000000000e+00 -1.800152713307828378e+01
-8.828669421816500744e+02 0.000000000000000000e+00 -1.794023771044948035e+01
-8.749136646790170744e+02 0.000000000000000000e+00 -1.794036565778527859e+01
-8.864139649235344223e+02 0.000000000000000000e+00 -1.803696559483510953e+01
-8.750198201631735628e+02 0.000000000000000000e+00 -1.853630705786015653e+01
-8.789192450720330498e+02 0.000000000000000000e+00 -1.627118540680656622e+01
-8.829482064551195890e+02 0.000000000000000000e+00 -1.755075739055172335e+01
-9.037610545356692455e+02 0.000000000000000000e+00 -1.763728714148525967e+01
-9.182668253014400079e+02 0.000000000000000000e+00 -1.791196494303395070e+01
-9.273716515279475061e+02 0.000000000000000000e+00 -1.823082463611952164e+01
-9.137209524501408850e+02 0.000000000000000000e+00 -1.650190890439239411e+01
-8.948937250026135644e+02 0.000000000000000000e+00 -1.874099171601949365e+01
-9.280743225702303789e+02 0.000000000000000000e+00 -1.891042189601311918e+01
-9.021573877641906165e+02 0.000000000000000000e+00 -1.896685939631942119e+01
-8.789606806818140967e+02 0.000000000000000000e+00 -1.980524503711124851e+01
-8.888418748520175541e+02 0.000000000000000000e+00 -2.016878591294472756e+01
-9.014615329352899380e+02 0.000000000000000000e+00 -2.024783806776534334e+01
-8.882002557401397098e+02 0.000000000000000000e+00 -2.063198684324555643e+01
-8.923335985610478929e+02 0.000000000000000000e+00 -2.036118407383159479e+01
-8.927651713580680735e+02 0.000000000000000000e+00 -1.945201571783681516e+01
-8.889876814951605866e+02 0.000000000000000000e+00 -1.912604922847879152e+01
-9.025917410628455855e+02 0.000000000000000000e+00 -1.892358251589848805e+01
-9.170141390052832548e+02 0.000000000000000000e+00 -1.814151694686712801e+01
-8.890602075534031883e+02 0.000000000000000000e+00 -1.820284998800748610e+01
-8.711062302864999083e+02 0.000000000000000000e+00 -1.862199994863492236e+01
-8.700604387303621934e+02 0.000000000000000000e+00 -1.874456929486879631e+01
-8.760071139257881896e+02 0.000000000000000000e+00 -2.039721130025661466e+01
-8.785582302570052207e+02 0.000000000000000000e+00 -2.004012892041087923e+01
-8.857098317469708491e+02 0.000000000000000000e+00 -2.046818972392543401e+01
-8.759040967557825752e+02 0.000000000000000000e+00 -1.980991601121931467e+01
-8.853201934187113693e+02 0.000000000000000000e+00 -1.930849964956939857e+01
-8.833979524019047176e+02 0.000000000000000000e+00 -1.991929555364474425e+01
-8.797807996569605393e+02 0.000000000000000000e+00 -1.976751294388280655e+01
-8.785003501316521124e+02 0.000000000000000000e+00 -1.831101647800110754e+01
-8.668492049004246383e+02 0.000000000000000000e+00 -1.961948203754191411e+01
-8.844621101299550219e+02 0.000000000000000000e+00 -1.920398468443194417e+01
-8.809445797953571855e+02 0.000000000000000000e+00 -1.934281494865463458e+01
-8.830738834152247136e+02 0.000000000000000000e+00 -1.895760234460121296e+01
-8.784542900003345949e+02 0.000000000000000000e+00 -1.981606418284101778e+01
-8.786783626997948886e+02 0.000000000000000000e+00 -1.986456517668563038e+01
-8.799601599463137518e+02 0.000000000000000000e+00 -2.081291446183406890e+01
-8.627158511387232238e+02 0.000000000000000000e+00 -2.111400890998184821e+01
-8.653095043901939789e+02 0.000000000000000000e+00 -2.030365268129047251e+01
-8.557342674063203276e+02 0.000000000000000000e+00 -2.016409494875243524e+01
-8.469742623763029314e+02 0.000000000000000000e+00 -2.112076681425526203e+01
-8.529977323632957678e+02 0.000000000000000000e+00 -2.113123418874474169e+01
-8.422490536924206026e+02 0.000000000000000000e+00 -1.991421120486899099e+01
-8.305734216565489305e+02 0.000000000000000000e+00 -1.965170683787671635e+01
-8.294332006676663696e+02 0.000000000000000000e+00 -1.947183855305947020e+01
-8.357481172789307493e+02 0.000000000000000000e+00 -1.902927673421923771e+01
-8.508736945561875018e+02 0.000000000000000000e+00 -1.972912570350906947e+01
-8.791779749017022141e+02 0.000000000000000000e+00 -1.977802037143077030e+01
-8.786167479978363417e+02 0.000000000000000000e+00 -2.000998879715987755e+01
-8.711187516429793050e+02 0.000000000000000000e+00 -2.084965816875393330e+01
-8.794696888216719799e+02 0.000000000000000000e+00 -2.033334552191044509e+01
-8.793116336074440369e+02 0.000000000000000000e+00 -2.060930011064580469e+01
-8.821268251126152791e+02 0.000000000000000000e+00 -1.876969615017684134e+01
-8.865545101687770284e+02 0.000000000000000000e+00 -1.912917756353816401e+01
-8.736215748750416878e+02 0.000000000000000000e+00 -1.945522787992551628e+01
-8.601529015147439168e+02 0.000000000000000000e+00 -1.944289619407372527e+01
-8.577732755670789402e+02 0.000000000000000000e+00 -1.934315428377929891e+01
-8.793078886692262586e+02 0.000000000000000000e+00 -1.951138906882437141e+01
-8.878941009874993142e+02 0.000000000000000000e+00 -1.963796821098789280e+01
-8.757502261926309757e+02 0.000000000000000000e+00 -1.961986146382010077e+01
-8.696924041448082789e+02 0.000000000000000000e+00 -2.006910270020459564e+01
-8.728039536317087368e+02 0.000000000000000000e+00 -2.009740261996633137e+01
-8.860226271575053261e+02 0.000000000000000000e+00 -2.046541635698966388e+01
-8.826916018999145308e+02 0.000000000000000000e+00 -1.984025530475315691e+01
-9.097235751558609991e+02 0.000000000000000000e+00 -1.991304552967515917e+01
